lambda            n
4.00320256   1.47858042
4.00320256   1.47858042
4.00320256   1.47858042
4.00400400   1.47854784
4.00400400   1.47854784
4.00400400   1.47854784
4.00400400   1.47854784
4.00480577   1.47851565
4.00480577   1.47851565
4.00480577   1.47851565
4.00480577   1.47851565
4.00480577   1.47851565
4.00480577   1.47851565
4.00480577   1.47851565
4.00480577   1.47851565
4.00560785   1.47848405
4.00560785   1.47848405
4.00560785   1.47848405
4.00560785   1.47848405
4.00641026   1.47845299
4.00641026   1.47845299
4.00641026   1.47845299
4.00641026   1.47845299
4.00641026   1.47845299
4.00641026   1.47845299
4.00641026   1.47845299
4.00641026   1.47845299
4.00721298   1.47842266
4.00721298   1.47842266
4.00721298   1.47842266
4.00721298   1.47842266
4.00801603   1.47839296
4.00801603   1.47839296
4.00801603   1.47839296
4.00801603   1.47839296
4.00801603   1.47839296
4.00801603   1.47839296
4.00801603   1.47839296
4.00801603   1.47839296
4.00881940   1.47836406
4.00881940   1.47836406
4.00881940   1.47836406
4.00881940   1.47836406
4.00962310   1.47833583
4.00962310   1.47833583
4.00962310   1.47833583
4.00962310   1.47833583
4.00962310   1.47833583
4.00962310   1.47833583
4.00962310   1.47833583
4.00962310   1.47833583
4.01042711   1.47830840
4.01042711   1.47830840
4.01042711   1.47830840
4.01042711   1.47830840
4.01123145   1.47828164
4.01123145   1.47828164
4.01123145   1.47828164
4.01123145   1.47828164
4.01123145   1.47828164
4.01123145   1.47828164
4.01123145   1.47828164
4.01123145   1.47828164
4.01203611   1.47825564
4.01203611   1.47825564
4.01203611   1.47825564
4.01203611   1.47825564
4.01284109   1.47823024
4.01284109   1.47823024
4.01284109   1.47823024
4.01284109   1.47823024
4.01284109   1.47823024
4.01284109   1.47823024
4.01284109   1.47823024
4.01284109   1.47823024
4.01364640   1.47820553
4.01364640   1.47820553
4.01364640   1.47820553
4.01364640   1.47820553
4.01445203   1.47818132
4.01445203   1.47818132
4.01445203   1.47818132
4.01445203   1.47818132
4.01445203   1.47818132
4.01445203   1.47818132
4.01445203   1.47818132
4.01445203   1.47818132
4.01525798   1.47815769
4.01525798   1.47815769
4.01525798   1.47815769
4.01525798   1.47815769
4.01606426   1.47813446
4.01606426   1.47813446
4.01606426   1.47813446
4.01606426   1.47813446
4.01606426   1.47813446
4.01606426   1.47813446
4.01606426   1.47813446
4.01606426   1.47813446
4.01687086   1.47811167
4.01687086   1.47811167
4.01687086   1.47811167
4.01687086   1.47811167
4.01767778   1.47808913
4.01767778   1.47808913
4.01767778   1.47808913
4.01767778   1.47808913
4.01767778   1.47808913
4.01767778   1.47808913
4.01767778   1.47808913
4.01767778   1.47808913
4.01848503   1.47806691
4.01848503   1.47806691
4.01848503   1.47806691
4.01848503   1.47806691
4.01929260   1.47804480
4.01929260   1.47804480
4.01929260   1.47804480
4.01929260   1.47804480
4.01929260   1.47804480
4.01929260   1.47804480
4.01929260   1.47804480
4.01929260   1.47804480
4.02010050   1.47802286
4.02010050   1.47802286
4.02010050   1.47802286
4.02010050   1.47802286
4.02090873   1.47800089
4.02090873   1.47800089
4.02090873   1.47800089
4.02090873   1.47800089
4.02090873   1.47800089
4.02090873   1.47800089
4.02090873   1.47800089
4.02090873   1.47800089
4.02171727   1.47797896
4.02171727   1.47797896
4.02171727   1.47797896
4.02171727   1.47797896
4.02252615   1.47795687
4.02252615   1.47795687
4.02252615   1.47795687
4.02252615   1.47795687
4.02252615   1.47795687
4.02252615   1.47795687
4.02252615   1.47795687
4.02252615   1.47795687
4.02333535   1.47793470
4.02333535   1.47793470
4.02333535   1.47793470
4.02333535   1.47793470
4.02414487   1.47791226
4.02414487   1.47791226
4.02414487   1.47791226
4.02414487   1.47791226
4.02414487   1.47791226
4.02414487   1.47791226
4.02414487   1.47791226
4.02414487   1.47791226
4.02495472   1.47788963
4.02495472   1.47788963
4.02495472   1.47788963
4.02495472   1.47788963
4.02576490   1.47786663
4.02576490   1.47786663
4.02576490   1.47786663
4.02576490   1.47786663
4.02576490   1.47786663
4.02576490   1.47786663
4.02576490   1.47786663
4.02576490   1.47786663
4.02657540   1.47784335
4.02657540   1.47784335
4.02657540   1.47784335
4.02657540   1.47784335
4.02738623   1.47781963
4.02738623   1.47781963
4.02738623   1.47781963
4.02738623   1.47781963
4.02738623   1.47781963
4.02738623   1.47781963
4.02738623   1.47781963
4.02738623   1.47781963
4.02819738   1.47779557
4.02819738   1.47779557
4.02819738   1.47779557
4.02819738   1.47779557
4.02900886   1.47777101
4.02900886   1.47777101
4.02900886   1.47777101
4.02900886   1.47777101
4.02900886   1.47777101
4.02900886   1.47777101
4.02900886   1.47777101
4.02900886   1.47777101
4.02982067   1.47774607
4.02982067   1.47774607
4.02982067   1.47774607
4.02982067   1.47774607
4.03063281   1.47772059
4.03063281   1.47772059
4.03063281   1.47772059
4.03063281   1.47772059
4.03063281   1.47772059
4.03063281   1.47772059
4.03063281   1.47772059
4.03063281   1.47772059
4.03144527   1.47769471
4.03144527   1.47769471
4.03144527   1.47769471
4.03144527   1.47769471
4.03225806   1.47766828
4.03225806   1.47766828
4.03225806   1.47766828
4.03225806   1.47766828
4.03225806   1.47766828
4.03225806   1.47766828
4.03225806   1.47766828
4.03225806   1.47766828
4.03307118   1.47764144
4.03307118   1.47764144
4.03307118   1.47764144
4.03307118   1.47764144
4.03388463   1.47761405
4.03388463   1.47761405
4.03388463   1.47761405
4.03388463   1.47761405
4.03388463   1.47761405
4.03388463   1.47761405
4.03388463   1.47761405
4.03388463   1.47761405
4.03469841   1.47758628
4.03469841   1.47758628
4.03469841   1.47758628
4.03469841   1.47758628
4.03551251   1.47755813
4.03551251   1.47755813
4.03551251   1.47755813
4.03551251   1.47755813
4.03551251   1.47755813
4.03551251   1.47755813
4.03551251   1.47755813
4.03551251   1.47755813
4.03632694   1.47752995
4.03632694   1.47752995
4.03632694   1.47752995
4.03632694   1.47752995
4.03714170   1.47750171
4.03714170   1.47750171
4.03714170   1.47750171
4.03714170   1.47750171
4.03714170   1.47750171
4.03714170   1.47750171
4.03714170   1.47750171
4.03714170   1.47750171
4.03795679   1.47747360
4.03795679   1.47747360
4.03795679   1.47747360
4.03795679   1.47747360
4.03877221   1.47744547
4.03877221   1.47744547
4.03877221   1.47744547
4.03877221   1.47744547
4.03877221   1.47744547
4.03877221   1.47744547
4.03877221   1.47744547
4.03877221   1.47744547
4.03958796   1.47741741
4.03958796   1.47741741
4.03958796   1.47741741
4.03958796   1.47741741
4.04040404   1.47738922
4.04040404   1.47738922
4.04040404   1.47738922
4.04040404   1.47738922
4.04040404   1.47738922
4.04040404   1.47738922
4.04040404   1.47738922
4.04040404   1.47738922
4.04056701   1.47738375
4.04122045   1.47736095
4.04122045   1.47736095
4.04122045   1.47736095
4.04122045   1.47736095
4.04203719   1.47733233
4.04203719   1.47733233
4.04203719   1.47733233
4.04203719   1.47733233
4.04203719   1.47733233
4.04203719   1.47733233
4.04203719   1.47733233
4.04203719   1.47733233
4.04285426   1.47730338
4.04285426   1.47730338
4.04285426   1.47730338
4.04285426   1.47730338
4.04367165   1.47727383
4.04367165   1.47727383
4.04367165   1.47727383
4.04367165   1.47727383
4.04367165   1.47727383
4.04367165   1.47727383
4.04367165   1.47727383
4.04367165   1.47727383
4.04448938   1.47724369
4.04448938   1.47724369
4.04448938   1.47724369
4.04448938   1.47724369
4.04530744   1.47721273
4.04530744   1.47721273
4.04530744   1.47721273
4.04530744   1.47721273
4.04530744   1.47721273
4.04530744   1.47721273
4.04530744   1.47721273
4.04530744   1.47721273
4.04612583   1.47718098
4.04612583   1.47718098
4.04612583   1.47718098
4.04612583   1.47718098
4.04694456   1.47714822
4.04694456   1.47714822
4.04694456   1.47714822
4.04694456   1.47714822
4.04694456   1.47714822
4.04694456   1.47714822
4.04694456   1.47714822
4.04694456   1.47714822
4.04776361   1.47711451
4.04776361   1.47711451
4.04776361   1.47711451
4.04776361   1.47711451
4.04858300   1.47707967
4.04858300   1.47707967
4.04858300   1.47707967
4.04858300   1.47707967
4.04858300   1.47707967
4.04858300   1.47707967
4.04858300   1.47707967
4.04858300   1.47707967
4.04940271   1.47704379
4.04940271   1.47704379
4.04940271   1.47704379
4.04940271   1.47704379
4.05022276   1.47700672
4.05022276   1.47700672
4.05022276   1.47700672
4.05022276   1.47700672
4.05022276   1.47700672
4.05022276   1.47700672
4.05022276   1.47700672
4.05022276   1.47700672
4.05104314   1.47696860
4.05104314   1.47696860
4.05104314   1.47696860
4.05104314   1.47696860
4.05186386   1.47692931
4.05186386   1.47692931
4.05186386   1.47692931
4.05186386   1.47692931
4.05186386   1.47692931
4.05186386   1.47692931
4.05186386   1.47692931
4.05186386   1.47692931
4.05268490   1.47688902
4.05268490   1.47688902
4.05268490   1.47688902
4.05268490   1.47688902
4.05350628   1.47684764
4.05350628   1.47684764
4.05350628   1.47684764
4.05350628   1.47684764
4.05350628   1.47684764
4.05350628   1.47684764
4.05350628   1.47684764
4.05350628   1.47684764
4.05432800   1.47680536
4.05432800   1.47680536
4.05432800   1.47680536
4.05432800   1.47680536
4.05515004   1.47676213
4.05515004   1.47676213
4.05515004   1.47676213
4.05515004   1.47676213
4.05515004   1.47676213
4.05515004   1.47676213
4.05515004   1.47676213
4.05515004   1.47676213
4.05597242   1.47671815
4.05597242   1.47671815
4.05597242   1.47671815
4.05597242   1.47671815
4.05679513   1.47667338
4.05679513   1.47667338
4.05679513   1.47667338
4.05679513   1.47667338
4.05679513   1.47667338
4.05679513   1.47667338
4.05679513   1.47667338
4.05679513   1.47667338
4.05761818   1.47662806
4.05761818   1.47662806
4.05761818   1.47662806
4.05761818   1.47662806
4.05844156   1.47658215
4.05844156   1.47658215
4.05844156   1.47658215
4.05844156   1.47658215
4.05844156   1.47658215
4.05844156   1.47658215
4.05844156   1.47658215
4.05844156   1.47658215
4.05926527   1.47653591
4.05926527   1.47653591
4.05926527   1.47653591
4.05926527   1.47653591
4.06008932   1.47648930
4.06008932   1.47648930
4.06008932   1.47648930
4.06008932   1.47648930
4.06008932   1.47648930
4.06008932   1.47648930
4.06008932   1.47648930
4.06008932   1.47648930
4.06091371   1.47644259
4.06091371   1.47644259
4.06091371   1.47644259
4.06091371   1.47644259
4.06173842   1.47639576
4.06173842   1.47639576
4.06173842   1.47639576
4.06173842   1.47639576
4.06173842   1.47639576
4.06173842   1.47639576
4.06173842   1.47639576
4.06173842   1.47639576
4.06256348   1.47634906
4.06256348   1.47634906
4.06256348   1.47634906
4.06256348   1.47634906
4.06338887   1.47630248
4.06338887   1.47630248
4.06338887   1.47630248
4.06338887   1.47630248
4.06338887   1.47630248
4.06338887   1.47630248
4.06338887   1.47630248
4.06338887   1.47630248
4.06421459   1.47625627
4.06421459   1.47625627
4.06421459   1.47625627
4.06421459   1.47625627
4.06504065   1.47621040
4.06504065   1.47621040
4.06504065   1.47621040
4.06504065   1.47621040
4.06504065   1.47621040
4.06504065   1.47621040
4.06504065   1.47621040
4.06504065   1.47621040
4.06586705   1.47616512
4.06586705   1.47616512
4.06586705   1.47616512
4.06586705   1.47616512
4.06669378   1.47612039
4.06669378   1.47612039
4.06669378   1.47612039
4.06669378   1.47612039
4.06669378   1.47612039
4.06669378   1.47612039
4.06669378   1.47612039
4.06669378   1.47612039
4.06752085   1.47607645
4.06752085   1.47607645
4.06752085   1.47607645
4.06752085   1.47607645
4.06834825   1.47603324
4.06834825   1.47603324
4.06834825   1.47603324
4.06834825   1.47603324
4.06834825   1.47603324
4.06834825   1.47603324
4.06834825   1.47603324
4.06834825   1.47603324
4.06917599   1.47599098
4.06917599   1.47599098
4.06917599   1.47599098
4.06917599   1.47599098
4.07000407   1.47594959
4.07000407   1.47594959
4.07000407   1.47594959
4.07000407   1.47594959
4.07000407   1.47594959
4.07000407   1.47594959
4.07000407   1.47594959
4.07000407   1.47594959
4.07083249   1.47590927
4.07083249   1.47590927
4.07083249   1.47590927
4.07083249   1.47590927
4.07166124   1.47586992
4.07166124   1.47586992
4.07166124   1.47586992
4.07166124   1.47586992
4.07166124   1.47586992
4.07166124   1.47586992
4.07166124   1.47586992
4.07166124   1.47586992
4.07249033   1.47583171
4.07249033   1.47583171
4.07249033   1.47583171
4.07249033   1.47583171
4.07331976   1.47579451
4.07331976   1.47579451
4.07331976   1.47579451
4.07331976   1.47579451
4.07331976   1.47579451
4.07331976   1.47579451
4.07331976   1.47579451
4.07331976   1.47579451
4.07414952   1.47575848
4.07414952   1.47575848
4.07414952   1.47575848
4.07414952   1.47575848
4.07497963   1.47572344
4.07497963   1.47572344
4.07497963   1.47572344
4.07497963   1.47572344
4.07497963   1.47572344
4.07497963   1.47572344
4.07497963   1.47572344
4.07497963   1.47572344
4.07581007   1.47568952
4.07581007   1.47568952
4.07581007   1.47568952
4.07581007   1.47568952
4.07664085   1.47565654
4.07664085   1.47565654
4.07664085   1.47565654
4.07664085   1.47565654
4.07664085   1.47565654
4.07664085   1.47565654
4.07664085   1.47565654
4.07664085   1.47565654
4.07747197   1.47562456
4.07747197   1.47562456
4.07747197   1.47562456
4.07747197   1.47562456
4.07830343   1.47559338
4.07830343   1.47559338
4.07830343   1.47559338
4.07830343   1.47559338
4.07830343   1.47559338
4.07830343   1.47559338
4.07830343   1.47559338
4.07830343   1.47559338
4.07913522   1.47556306
4.07913522   1.47556306
4.07913522   1.47556306
4.07913522   1.47556306
4.07996736   1.47553335
4.07996736   1.47553335
4.07996736   1.47553335
4.07996736   1.47553335
4.07996736   1.47553335
4.07996736   1.47553335
4.07996736   1.47553335
4.07996736   1.47553335
4.08079984   1.47550428
4.08079984   1.47550428
4.08079984   1.47550428
4.08079984   1.47550428
4.08163265   1.47547559
4.08163265   1.47547559
4.08163265   1.47547559
4.08163265   1.47547559
4.08163265   1.47547559
4.08163265   1.47547559
4.08163265   1.47547559
4.08163265   1.47547559
4.08200000   1.47546312
4.08246581   1.47544730
4.08246581   1.47544730
4.08246581   1.47544730
4.08246581   1.47544730
4.08329931   1.47541916
4.08329931   1.47541916
4.08329931   1.47541916
4.08329931   1.47541916
4.08329931   1.47541916
4.08329931   1.47541916
4.08329931   1.47541916
4.08329931   1.47541916
4.08413314   1.47539122
4.08413314   1.47539122
4.08413314   1.47539122
4.08413314   1.47539122
4.08496732   1.47536325
4.08496732   1.47536325
4.08496732   1.47536325
4.08496732   1.47536325
4.08496732   1.47536325
4.08496732   1.47536325
4.08496732   1.47536325
4.08496732   1.47536325
4.08580184   1.47533534
4.08580184   1.47533534
4.08580184   1.47533534
4.08580184   1.47533534
4.08663670   1.47530729
4.08663670   1.47530729
4.08663670   1.47530729
4.08663670   1.47530729
4.08663670   1.47530729
4.08663670   1.47530729
4.08663670   1.47530729
4.08663670   1.47530729
4.08747190   1.47527924
4.08747190   1.47527924
4.08747190   1.47527924
4.08747190   1.47527924
4.08830744   1.47525110
4.08830744   1.47525110
4.08830744   1.47525110
4.08830744   1.47525110
4.08830744   1.47525110
4.08830744   1.47525110
4.08830744   1.47525110
4.08830744   1.47525110
4.08914332   1.47522310
4.08914332   1.47522310
4.08914332   1.47522310
4.08914332   1.47522310
4.08997955   1.47519604
4.08997955   1.47519604
4.08997955   1.47519604
4.08997955   1.47519604
4.08997955   1.47519604
4.08997955   1.47519604
4.08997955   1.47519604
4.08997955   1.47519604
4.09081612   1.47516896
4.09081612   1.47516896
4.09081612   1.47516896
4.09081612   1.47516896
4.09165303   1.47514182
4.09165303   1.47514182
4.09165303   1.47514182
4.09165303   1.47514182
4.09165303   1.47514182
4.09165303   1.47514182
4.09165303   1.47514182
4.09165303   1.47514182
4.09249028   1.47511511
4.09249028   1.47511511
4.09249028   1.47511511
4.09249028   1.47511511
4.09332788   1.47508873
4.09332788   1.47508873
4.09332788   1.47508873
4.09332788   1.47508873
4.09332788   1.47508873
4.09332788   1.47508873
4.09332788   1.47508873
4.09332788   1.47508873
4.09416581   1.47506277
4.09416581   1.47506277
4.09416581   1.47506277
4.09416581   1.47506277
4.09500410   1.47503712
4.09500410   1.47503712
4.09500410   1.47503712
4.09500410   1.47503712
4.09500410   1.47503712
4.09500410   1.47503712
4.09500410   1.47503712
4.09500410   1.47503712
4.09584272   1.47501186
4.09584272   1.47501186
4.09584272   1.47501186
4.09584272   1.47501186
4.09668169   1.47498687
4.09668169   1.47498687
4.09668169   1.47498687
4.09668169   1.47498687
4.09668169   1.47498687
4.09668169   1.47498687
4.09668169   1.47498687
4.09668169   1.47498687
4.09752100   1.47496221
4.09752100   1.47496221
4.09752100   1.47496221
4.09752100   1.47496221
4.09836066   1.47493778
4.09836066   1.47493778
4.09836066   1.47493778
4.09836066   1.47493778
4.09836066   1.47493778
4.09836066   1.47493778
4.09836066   1.47493778
4.09836066   1.47493778
4.09920066   1.47491363
4.09920066   1.47491363
4.09920066   1.47491363
4.09920066   1.47491363
4.10004100   1.47489036
4.10004100   1.47489036
4.10004100   1.47489036
4.10004100   1.47489036
4.10004100   1.47489036
4.10004100   1.47489036
4.10004100   1.47489036
4.10004100   1.47489036
4.10088169   1.47486683
4.10088169   1.47486683
4.10088169   1.47486683
4.10088169   1.47486683
4.10172272   1.47484357
4.10172272   1.47484357
4.10172272   1.47484357
4.10172272   1.47484357
4.10172272   1.47484357
4.10172272   1.47484357
4.10172272   1.47484357
4.10172272   1.47484357
4.10256410   1.47482075
4.10256410   1.47482075
4.10256410   1.47482075
4.10256410   1.47482075
4.10340583   1.47479820
4.10340583   1.47479820
4.10340583   1.47479820
4.10340583   1.47479820
4.10340583   1.47479820
4.10340583   1.47479820
4.10340583   1.47479820
4.10340583   1.47479820
4.10424790   1.47477598
4.10424790   1.47477598
4.10424790   1.47477598
4.10424790   1.47477598
4.10509031   1.47475386
4.10509031   1.47475386
4.10509031   1.47475386
4.10509031   1.47475386
4.10509031   1.47475386
4.10509031   1.47475386
4.10509031   1.47475386
4.10509031   1.47475386
4.10593307   1.47473184
4.10593307   1.47473184
4.10593307   1.47473184
4.10593307   1.47473184
4.10677618   1.47470965
4.10677618   1.47470965
4.10677618   1.47470965
4.10677618   1.47470965
4.10677618   1.47470965
4.10677618   1.47470965
4.10677618   1.47470965
4.10677618   1.47470965
4.10761963   1.47468729
4.10761963   1.47468729
4.10761963   1.47468729
4.10761963   1.47468729
4.10846343   1.47466446
4.10846343   1.47466446
4.10846343   1.47466446
4.10846343   1.47466446
4.10846343   1.47466446
4.10846343   1.47466446
4.10846343   1.47466446
4.10846343   1.47466446
4.10930758   1.47464116
4.10930758   1.47464116
4.10930758   1.47464116
4.10930758   1.47464116
4.11015208   1.47461713
4.11015208   1.47461713
4.11015208   1.47461713
4.11015208   1.47461713
4.11015208   1.47461713
4.11015208   1.47461713
4.11015208   1.47461713
4.11015208   1.47461713
4.11099692   1.47459238
4.11099692   1.47459238
4.11099692   1.47459238
4.11099692   1.47459238
4.11184211   1.47456666
4.11184211   1.47456666
4.11184211   1.47456666
4.11184211   1.47456666
4.11184211   1.47456666
4.11184211   1.47456666
4.11184211   1.47456666
4.11184211   1.47456666
4.11268764   1.47454002
4.11268764   1.47454002
4.11268764   1.47454002
4.11268764   1.47454002
4.11353353   1.47451225
4.11353353   1.47451225
4.11353353   1.47451225
4.11353353   1.47451225
4.11353353   1.47451225
4.11353353   1.47451225
4.11353353   1.47451225
4.11353353   1.47451225
4.11437976   1.47448344
4.11437976   1.47448344
4.11437976   1.47448344
4.11437976   1.47448344
4.11522634   1.47445340
4.11522634   1.47445340
4.11522634   1.47445340
4.11522634   1.47445340
4.11522634   1.47445340
4.11522634   1.47445340
4.11522634   1.47445340
4.11522634   1.47445340
4.11607327   1.47442227
4.11607327   1.47442227
4.11607327   1.47442227
4.11607327   1.47442227
4.11692054   1.47438990
4.11692054   1.47438990
4.11692054   1.47438990
4.11692054   1.47438990
4.11692054   1.47438990
4.11692054   1.47438990
4.11692054   1.47438990
4.11692054   1.47438990
4.11776817   1.47435648
4.11776817   1.47435648
4.11776817   1.47435648
4.11776817   1.47435648
4.11861614   1.47432189
4.11861614   1.47432189
4.11861614   1.47432189
4.11861614   1.47432189
4.11861614   1.47432189
4.11861614   1.47432189
4.11861614   1.47432189
4.11861614   1.47432189
4.11946447   1.47428636
4.11946447   1.47428636
4.11946447   1.47428636
4.11946447   1.47428636
4.12031314   1.47424982
4.12031314   1.47424982
4.12031314   1.47424982
4.12031314   1.47424982
4.12031314   1.47424982
4.12031314   1.47424982
4.12031314   1.47424982
4.12031314   1.47424982
4.12116217   1.47421230
4.12116217   1.47421230
4.12116217   1.47421230
4.12116217   1.47421230
4.12201154   1.47417314
4.12201154   1.47417314
4.12201154   1.47417314
4.12201154   1.47417314
4.12201154   1.47417314
4.12201154   1.47417314
4.12201154   1.47417314
4.12201154   1.47417314
4.12286127   1.47413219
4.12286127   1.47413219
4.12286127   1.47413219
4.12286127   1.47413219
4.12371134   1.47408929
4.12371134   1.47408929
4.12371134   1.47408929
4.12371134   1.47408929
4.12371134   1.47408929
4.12371134   1.47408929
4.12371134   1.47408929
4.12371134   1.47408929
4.12456177   1.47404475
4.12456177   1.47404475
4.12456177   1.47404475
4.12456177   1.47404475
4.12541254   1.47399875
4.12541254   1.47399875
4.12541254   1.47399875
4.12541254   1.47399875
4.12541254   1.47399875
4.12541254   1.47399875
4.12541254   1.47399875
4.12541254   1.47399875
4.12626367   1.47395185
4.12626367   1.47395185
4.12626367   1.47395185
4.12626367   1.47395185
4.12711515   1.47390438
4.12711515   1.47390438
4.12711515   1.47390438
4.12711515   1.47390438
4.12711515   1.47390438
4.12711515   1.47390438
4.12711515   1.47390438
4.12711515   1.47390438
4.12796698   1.47385697
4.12796698   1.47385697
4.12796698   1.47385697
4.12796698   1.47385697
4.12881916   1.47380996
4.12881916   1.47380996
4.12881916   1.47380996
4.12881916   1.47380996
4.12881916   1.47380996
4.12881916   1.47380996
4.12881916   1.47380996
4.12881916   1.47380996
4.12967169   1.47376391
4.12967169   1.47376391
4.12967169   1.47376391
4.12967169   1.47376391
4.13052458   1.47371906
4.13052458   1.47371906
4.13052458   1.47371906
4.13052458   1.47371906
4.13052458   1.47371906
4.13052458   1.47371906
4.13052458   1.47371906
4.13052458   1.47371906
4.13137781   1.47367583
4.13137781   1.47367583
4.13137781   1.47367583
4.13137781   1.47367583
4.13223140   1.47363424
4.13223140   1.47363424
4.13223140   1.47363424
4.13223140   1.47363424
4.13223140   1.47363424
4.13223140   1.47363424
4.13223140   1.47363424
4.13223140   1.47363424
4.13308535   1.47359451
4.13308535   1.47359451
4.13308535   1.47359451
4.13308535   1.47359451
4.13393964   1.47355671
4.13393964   1.47355671
4.13393964   1.47355671
4.13393964   1.47355671
4.13393964   1.47355671
4.13393964   1.47355671
4.13393964   1.47355671
4.13393964   1.47355671
4.13479429   1.47352115
4.13479429   1.47352115
4.13479429   1.47352115
4.13479429   1.47352115
4.13564930   1.47348779
4.13564930   1.47348779
4.13564930   1.47348779
4.13564930   1.47348779
4.13564930   1.47348779
4.13564930   1.47348779
4.13564930   1.47348779
4.13564930   1.47348779
4.13650465   1.47345683
4.13650465   1.47345683
4.13650465   1.47345683
4.13650465   1.47345683
4.13736036   1.47342800
4.13736036   1.47342800
4.13736036   1.47342800
4.13736036   1.47342800
4.13736036   1.47342800
4.13736036   1.47342800
4.13736036   1.47342800
4.13736036   1.47342800
4.13821643   1.47340136
4.13821643   1.47340136
4.13821643   1.47340136
4.13821643   1.47340136
4.13907285   1.47337666
4.13907285   1.47337666
4.13907285   1.47337666
4.13907285   1.47337666
4.13907285   1.47337666
4.13907285   1.47337666
4.13907285   1.47337666
4.13907285   1.47337666
4.13992962   1.47335398
4.13992962   1.47335398
4.13992962   1.47335398
4.13992962   1.47335398
4.14078675   1.47333308
4.14078675   1.47333308
4.14078675   1.47333308
4.14078675   1.47333308
4.14078675   1.47333308
4.14078675   1.47333308
4.14078675   1.47333308
4.14078675   1.47333308
4.14164423   1.47331403
4.14164423   1.47331403
4.14164423   1.47331403
4.14164423   1.47331403
4.14250207   1.47329660
4.14250207   1.47329660
4.14250207   1.47329660
4.14250207   1.47329660
4.14250207   1.47329660
4.14250207   1.47329660
4.14250207   1.47329660
4.14250207   1.47329660
4.14336027   1.47328084
4.14336027   1.47328084
4.14336027   1.47328084
4.14336027   1.47328084
4.14421881   1.47326650
4.14421881   1.47326650
4.14421881   1.47326650
4.14421881   1.47326650
4.14421881   1.47326650
4.14421881   1.47326650
4.14421881   1.47326650
4.14421881   1.47326650
4.14507772   1.47325359
4.14507772   1.47325359
4.14507772   1.47325359
4.14507772   1.47325359
4.14593698   1.47324187
4.14593698   1.47324187
4.14593698   1.47324187
4.14593698   1.47324187
4.14593698   1.47324187
4.14593698   1.47324187
4.14593698   1.47324187
4.14593698   1.47324187
4.14679660   1.47323133
4.14679660   1.47323133
4.14679660   1.47323133
4.14679660   1.47323133
4.14765657   1.47322171
4.14765657   1.47322171
4.14765657   1.47322171
4.14765657   1.47322171
4.14765657   1.47322171
4.14765657   1.47322171
4.14765657   1.47322171
4.14765657   1.47322171
4.14851691   1.47321298
4.14851691   1.47321298
4.14851691   1.47321298
4.14851691   1.47321298
4.14900000   1.47320946
4.14937759   1.47320487
4.14937759   1.47320487
4.14937759   1.47320487
4.14937759   1.47320487
4.14937759   1.47320487
4.14937759   1.47320487
4.14937759   1.47320487
4.14937759   1.47320487
4.15023864   1.47319734
4.15023864   1.47319734
4.15023864   1.47319734
4.15023864   1.47319734
4.15110004   1.47318986
4.15110004   1.47318986
4.15110004   1.47318986
4.15110004   1.47318986
4.15110004   1.47318986
4.15110004   1.47318986
4.15110004   1.47318986
4.15110004   1.47318986
4.15196180   1.47318226
4.15196180   1.47318226
4.15196180   1.47318226
4.15196180   1.47318226
4.15282392   1.47317416
4.15282392   1.47317416
4.15282392   1.47317416
4.15282392   1.47317416
4.15282392   1.47317416
4.15282392   1.47317416
4.15282392   1.47317416
4.15282392   1.47317416
4.15368640   1.47316558
4.15368640   1.47316558
4.15368640   1.47316558
4.15368640   1.47316558
4.15454923   1.47315630
4.15454923   1.47315630
4.15454923   1.47315630
4.15454923   1.47315630
4.15454923   1.47315630
4.15454923   1.47315630
4.15454923   1.47315630
4.15454923   1.47315630
4.15541242   1.47314644
4.15541242   1.47314644
4.15541242   1.47314644
4.15541242   1.47314644
4.15627598   1.47313588
4.15627598   1.47313588
4.15627598   1.47313588
4.15627598   1.47313588
4.15627598   1.47313588
4.15627598   1.47313588
4.15627598   1.47313588
4.15627598   1.47313588
4.15713989   1.47312481
4.15713989   1.47312481
4.15713989   1.47312481
4.15713989   1.47312481
4.15800416   1.47311315
4.15800416   1.47311315
4.15800416   1.47311315
4.15800416   1.47311315
4.15800416   1.47311315
4.15800416   1.47311315
4.15800416   1.47311315
4.15800416   1.47311315
4.15886879   1.47310110
4.15886879   1.47310110
4.15886879   1.47310110
4.15886879   1.47310110
4.15973378   1.47308860
4.15973378   1.47308860
4.15973378   1.47308860
4.15973378   1.47308860
4.15973378   1.47308860
4.15973378   1.47308860
4.15973378   1.47308860
4.15973378   1.47308860
4.16059913   1.47307585
4.16059913   1.47307585
4.16059913   1.47307585
4.16059913   1.47307585
4.16146484   1.47306277
4.16146484   1.47306277
4.16146484   1.47306277
4.16146484   1.47306277
4.16146484   1.47306277
4.16146484   1.47306277
4.16146484   1.47306277
4.16146484   1.47306277
4.16233091   1.47304955
4.16233091   1.47304955
4.16233091   1.47304955
4.16233091   1.47304955
4.16319734   1.47303609
4.16319734   1.47303609
4.16319734   1.47303609
4.16319734   1.47303609
4.16319734   1.47303609
4.16319734   1.47303609
4.16319734   1.47303609
4.16319734   1.47303609
4.16406413   1.47302256
4.16406413   1.47302256
4.16406413   1.47302256
4.16406413   1.47302256
4.16493128   1.47300881
4.16493128   1.47300881
4.16493128   1.47300881
4.16493128   1.47300881
