lambda            n
4.16493128   1.47300881
4.16493128   1.47300881
4.16493128   1.47300881
4.16493128   1.47300881
4.16579879   1.47299500
4.16579879   1.47299500
4.16579879   1.47299500
4.16579879   1.47299500
4.16666667   1.47298096
4.16666667   1.47298096
4.16666667   1.47298096
4.16666667   1.47298096
4.16666667   1.47298096
4.16666667   1.47298096
4.16666667   1.47298096
4.16666667   1.47298096
4.16753490   1.47296680
4.16753490   1.47296680
4.16753490   1.47296680
4.16753490   1.47296680
4.16840350   1.47295235
4.16840350   1.47295235
4.16840350   1.47295235
4.16840350   1.47295235
4.16840350   1.47295235
4.16840350   1.47295235
4.16840350   1.47295235
4.16840350   1.47295235
4.16927246   1.47294029
4.16927246   1.47294029
4.16927246   1.47294029
4.16927246   1.47294029
4.17000000   1.47292420
4.17000000   1.47292420
4.17014178   1.47292276
4.17014178   1.47292276
4.17014178   1.47292276
4.17014178   1.47292276
4.17014178   1.47292276
4.17014178   1.47292276
4.17014178   1.47292276
4.17014178   1.47292276
4.17101147   1.47291020
4.17101147   1.47291020
4.17101147   1.47291020
4.17101147   1.47291020
4.17188152   1.47289177
4.17188152   1.47289177
4.17188152   1.47289177
4.17188152   1.47289177
4.17188152   1.47289177
4.17188152   1.47289177
4.17188152   1.47289177
4.17188152   1.47289177
4.17275193   1.47287815
4.17275193   1.47287815
4.17275193   1.47287815
4.17275193   1.47287815
4.17362270   1.47285812
4.17362270   1.47285812
4.17362270   1.47285812
4.17362270   1.47285812
4.17362270   1.47285812
4.17362270   1.47285812
4.17362270   1.47285812
4.17362270   1.47285812
4.17449384   1.47284267
4.17449384   1.47284267
4.17449384   1.47284267
4.17449384   1.47284267
4.17536534   1.47282029
4.17536534   1.47282029
4.17536534   1.47282029
4.17536534   1.47282029
4.17536534   1.47282029
4.17536534   1.47282029
4.17536534   1.47282029
4.17536534   1.47282029
4.17623721   1.47280221
4.17623721   1.47280221
4.17623721   1.47280221
4.17623721   1.47280221
4.17710944   1.47277675
4.17710944   1.47277675
4.17710944   1.47277675
4.17710944   1.47277675
4.17710944   1.47277675
4.17710944   1.47277675
4.17710944   1.47277675
4.17710944   1.47277675
4.17798203   1.47275526
4.17798203   1.47275526
4.17798203   1.47275526
4.17798203   1.47275526
4.17885499   1.47272615
4.17885499   1.47272615
4.17885499   1.47272615
4.17885499   1.47272615
4.17885499   1.47272615
4.17885499   1.47272615
4.17885499   1.47272615
4.17885499   1.47272615
4.17972832   1.47270054
4.17972832   1.47270054
4.17972832   1.47270054
4.17972832   1.47270054
4.18060201   1.47266737
4.18060201   1.47266737
4.18060201   1.47266737
4.18060201   1.47266737
4.18060201   1.47266737
4.18060201   1.47266737
4.18060201   1.47266737
4.18060201   1.47266737
4.18147606   1.47263708
4.18147606   1.47263708
4.18147606   1.47263708
4.18147606   1.47263708
4.18235048   1.47259964
4.18235048   1.47259964
4.18235048   1.47259964
4.18235048   1.47259964
4.18235048   1.47259964
4.18235048   1.47259964
4.18235048   1.47259964
4.18235048   1.47259964
4.18322527   1.47256429
4.18322527   1.47256429
4.18322527   1.47256429
4.18322527   1.47256429
4.18410042   1.47252263
4.18410042   1.47252263
4.18410042   1.47252263
4.18410042   1.47252263
4.18410042   1.47252263
4.18410042   1.47252263
4.18410042   1.47252263
4.18410042   1.47252263
4.18497594   1.47248206
4.18497594   1.47248206
4.18497594   1.47248206
4.18497594   1.47248206
4.18579307   1.47243928
4.18585182   1.47243643
4.18585182   1.47243643
4.18585182   1.47243643
4.18585182   1.47243643
4.18585182   1.47243643
4.18585182   1.47243643
4.18585182   1.47243643
4.18585182   1.47243643
4.18672807   1.47239076
4.18672807   1.47239076
4.18672807   1.47239076
4.18672807   1.47239076
4.18760469   1.47234159
4.18760469   1.47234159
4.18760469   1.47234159
4.18760469   1.47234159
4.18760469   1.47234159
4.18760469   1.47234159
4.18760469   1.47234159
4.18760469   1.47234159
4.18848168   1.47229116
4.18848168   1.47229116
4.18848168   1.47229116
4.18848168   1.47229116
4.18935903   1.47223904
4.18935903   1.47223904
4.18935903   1.47223904
4.18935903   1.47223904
4.18935903   1.47223904
4.18935903   1.47223904
4.18935903   1.47223904
4.18935903   1.47223904
4.19023675   1.47218446
4.19023675   1.47218446
4.19023675   1.47218446
4.19023675   1.47218446
4.19111484   1.47213013
4.19111484   1.47213013
4.19111484   1.47213013
4.19111484   1.47213013
4.19111484   1.47213013
4.19111484   1.47213013
4.19111484   1.47213013
4.19111484   1.47213013
4.19199329   1.47207231
4.19199329   1.47207231
4.19199329   1.47207231
4.19199329   1.47207231
4.19287212   1.47201663
4.19287212   1.47201663
4.19287212   1.47201663
4.19287212   1.47201663
4.19287212   1.47201663
4.19287212   1.47201663
4.19287212   1.47201663
4.19287212   1.47201663
4.19375131   1.47195674
4.19375131   1.47195674
4.19375131   1.47195674
4.19375131   1.47195674
4.19463087   1.47190064
4.19463087   1.47190064
4.19463087   1.47190064
4.19463087   1.47190064
4.19463087   1.47190064
4.19463087   1.47190064
4.19463087   1.47190064
4.19463087   1.47190064
4.19551080   1.47184001
4.19551080   1.47184001
4.19551080   1.47184001
4.19551080   1.47184001
4.19639110   1.47178438
4.19639110   1.47178438
4.19639110   1.47178438
4.19639110   1.47178438
4.19639110   1.47178438
4.19639110   1.47178438
4.19639110   1.47178438
4.19639110   1.47178438
4.19727177   1.47172436
4.19727177   1.47172436
4.19727177   1.47172436
4.19727177   1.47172436
4.19815281   1.47167000
4.19815281   1.47167000
4.19815281   1.47167000
4.19815281   1.47167000
4.19815281   1.47167000
4.19815281   1.47167000
4.19815281   1.47167000
4.19815281   1.47167000
4.19903422   1.47161178
4.19903422   1.47161178
4.19903422   1.47161178
4.19903422   1.47161178
4.19991600   1.47155927
4.19991600   1.47155927
4.19991600   1.47155927
4.19991600   1.47155927
4.19991600   1.47155927
4.19991600   1.47155927
4.19991600   1.47155927
4.19991600   1.47155927
4.20000000   1.47155362
4.20079815   1.47150558
4.20079815   1.47150558
4.20079815   1.47150558
4.20079815   1.47150558
4.20168067   1.47145308
4.20168067   1.47145308
4.20168067   1.47145308
4.20168067   1.47145308
4.20168067   1.47145308
4.20168067   1.47145308
4.20168067   1.47145308
4.20168067   1.47145308
4.20256356   1.47140186
4.20256356   1.47140186
4.20256356   1.47140186
4.20256356   1.47140186
4.20344683   1.47135190
4.20344683   1.47135190
4.20344683   1.47135190
4.20344683   1.47135190
4.20344683   1.47135190
4.20344683   1.47135190
4.20344683   1.47135190
4.20344683   1.47135190
4.20433046   1.47130342
4.20433046   1.47130342
4.20433046   1.47130342
4.20433046   1.47130342
4.20521447   1.47125632
4.20521447   1.47125632
4.20521447   1.47125632
4.20521447   1.47125632
4.20521447   1.47125632
4.20521447   1.47125632
4.20521447   1.47125632
4.20521447   1.47125632
4.20609884   1.47121076
4.20609884   1.47121076
4.20609884   1.47121076
4.20609884   1.47121076
4.20698359   1.47116656
4.20698359   1.47116656
4.20698359   1.47116656
4.20698359   1.47116656
4.20698359   1.47116656
4.20698359   1.47116656
4.20698359   1.47116656
4.20698359   1.47116656
4.20786871   1.47112383
4.20786871   1.47112383
4.20786871   1.47112383
4.20786871   1.47112383
4.20875421   1.47108232
4.20875421   1.47108232
4.20875421   1.47108232
4.20875421   1.47108232
4.20875421   1.47108232
4.20875421   1.47108232
4.20875421   1.47108232
4.20875421   1.47108232
4.20964008   1.47104208
4.20964008   1.47104208
4.20964008   1.47104208
4.20964008   1.47104208
4.21052632   1.47100280
4.21052632   1.47100280
4.21052632   1.47100280
4.21052632   1.47100280
4.21052632   1.47100280
4.21052632   1.47100280
4.21052632   1.47100280
4.21052632   1.47100280
4.21141293   1.47096446
4.21141293   1.47096446
4.21141293   1.47096446
4.21141293   1.47096446
4.21229992   1.47092667
4.21229992   1.47092667
4.21229992   1.47092667
4.21229992   1.47092667
4.21229992   1.47092667
4.21229992   1.47092667
4.21229992   1.47092667
4.21229992   1.47092667
4.21318728   1.47088937
4.21318728   1.47088937
4.21318728   1.47088937
4.21318728   1.47088937
4.21407501   1.47085215
4.21407501   1.47085215
4.21407501   1.47085215
4.21407501   1.47085215
4.21407501   1.47085215
4.21407501   1.47085215
4.21407501   1.47085215
4.21407501   1.47085215
4.21496312   1.47081490
4.21496312   1.47081490
4.21496312   1.47081490
4.21496312   1.47081490
4.21585160   1.47077721
4.21585160   1.47077721
4.21585160   1.47077721
4.21585160   1.47077721
4.21585160   1.47077721
4.21585160   1.47077721
4.21585160   1.47077721
4.21585160   1.47077721
4.21674046   1.47073899
4.21674046   1.47073899
4.21674046   1.47073899
4.21674046   1.47073899
4.21762969   1.47069990
4.21762969   1.47069990
4.21762969   1.47069990
4.21762969   1.47069990
4.21762969   1.47069990
4.21762969   1.47069990
4.21762969   1.47069990
4.21762969   1.47069990
4.21851930   1.47065994
4.21851930   1.47065994
4.21851930   1.47065994
4.21851930   1.47065994
4.21900000   1.47063794
4.21940928   1.47061890
4.21940928   1.47061890
4.21940928   1.47061890
4.21940928   1.47061890
4.21940928   1.47061890
4.21940928   1.47061890
4.21940928   1.47061890
4.21940928   1.47061890
4.22029964   1.47057700
4.22029964   1.47057700
4.22029964   1.47057700
4.22029964   1.47057700
4.22119038   1.47053430
4.22119038   1.47053430
4.22119038   1.47053430
4.22119038   1.47053430
4.22119038   1.47053430
4.22119038   1.47053430
4.22119038   1.47053430
4.22119038   1.47053430
4.22208149   1.47049010
4.22208149   1.47049010
4.22208149   1.47049010
4.22208149   1.47049010
4.22297297   1.47044866
4.22297297   1.47044866
4.22297297   1.47044866
4.22297297   1.47044866
4.22297297   1.47044866
4.22297297   1.47044866
4.22297297   1.47044866
4.22297297   1.47044866
4.22386484   1.47040660
4.22386484   1.47040660
4.22386484   1.47040660
4.22386484   1.47040660
4.22475708   1.47036507
4.22475708   1.47036507
4.22475708   1.47036507
4.22475708   1.47036507
4.22475708   1.47036507
4.22475708   1.47036507
4.22475708   1.47036507
4.22475708   1.47036507
4.22564969   1.47032429
4.22564969   1.47032429
4.22564969   1.47032429
4.22564969   1.47032429
4.22654269   1.47028412
4.22654269   1.47028412
4.22654269   1.47028412
4.22654269   1.47028412
4.22654269   1.47028412
4.22654269   1.47028412
4.22654269   1.47028412
4.22654269   1.47028412
4.22743606   1.47024475
4.22743606   1.47024475
4.22743606   1.47024475
4.22743606   1.47024475
4.22832981   1.47020605
4.22832981   1.47020605
4.22832981   1.47020605
4.22832981   1.47020605
4.22832981   1.47020605
4.22832981   1.47020605
4.22832981   1.47020605
4.22832981   1.47020605
4.22922394   1.47016817
4.22922394   1.47016817
4.22922394   1.47016817
4.22922394   1.47016817
4.23011844   1.47013098
4.23011844   1.47013098
4.23011844   1.47013098
4.23011844   1.47013098
4.23011844   1.47013098
4.23011844   1.47013098
4.23011844   1.47013098
4.23011844   1.47013098
4.23101333   1.47009462
4.23101333   1.47009462
4.23101333   1.47009462
4.23101333   1.47009462
4.23190859   1.47005892
4.23190859   1.47005892
4.23190859   1.47005892
4.23190859   1.47005892
4.23190859   1.47005892
4.23190859   1.47005892
4.23190859   1.47005892
4.23190859   1.47005892
4.23280423   1.47002403
4.23280423   1.47002403
4.23280423   1.47002403
4.23280423   1.47002403
4.23370025   1.46998975
4.23370025   1.46998975
4.23370025   1.46998975
4.23370025   1.46998975
4.23370025   1.46998975
4.23370025   1.46998975
4.23370025   1.46998975
4.23370025   1.46998975
4.23459665   1.46995624
4.23459665   1.46995624
4.23459665   1.46995624
4.23459665   1.46995624
4.23549343   1.46992331
4.23549343   1.46992331
4.23549343   1.46992331
4.23549343   1.46992331
4.23549343   1.46992331
4.23549343   1.46992331
4.23549343   1.46992331
4.23549343   1.46992331
4.23639060   1.46989111
4.23639060   1.46989111
4.23639060   1.46989111
4.23639060   1.46989111
4.23728814   1.46985949
4.23728814   1.46985949
4.23728814   1.46985949
4.23728814   1.46985949
4.23728814   1.46985949
4.23728814   1.46985949
4.23728814   1.46985949
4.23728814   1.46985949
4.23818606   1.46982866
4.23818606   1.46982866
4.23818606   1.46982866
4.23818606   1.46982866
4.23908436   1.46979853
4.23908436   1.46979853
4.23908436   1.46979853
4.23908436   1.46979853
4.23908436   1.46979853
4.23908436   1.46979853
4.23908436   1.46979853
4.23908436   1.46979853
4.23998304   1.46976928
4.23998304   1.46976928
4.23998304   1.46976928
4.23998304   1.46976928
4.24088210   1.46974096
4.24088210   1.46974096
4.24088210   1.46974096
4.24088210   1.46974096
4.24088210   1.46974096
4.24088210   1.46974096
4.24088210   1.46974096
4.24088210   1.46974096
4.24178155   1.46971387
4.24178155   1.46971387
4.24178155   1.46971387
4.24178155   1.46971387
4.24268137   1.46968786
4.24268137   1.46968786
4.24268137   1.46968786
4.24268137   1.46968786
4.24268137   1.46968786
4.24268137   1.46968786
4.24268137   1.46968786
4.24268137   1.46968786
4.24358158   1.46966294
4.24358158   1.46966294
4.24358158   1.46966294
4.24358158   1.46966294
4.24448217   1.46963877
4.24448217   1.46963877
4.24448217   1.46963877
4.24448217   1.46963877
4.24448217   1.46963877
4.24448217   1.46963877
4.24448217   1.46963877
4.24448217   1.46963877
4.24538315   1.46961521
4.24538315   1.46961521
4.24538315   1.46961521
4.24538315   1.46961521
4.24628450   1.46959181
4.24628450   1.46959181
4.24628450   1.46959181
4.24628450   1.46959181
4.24628450   1.46959181
4.24628450   1.46959181
4.24628450   1.46959181
4.24628450   1.46959181
4.24718624   1.46956838
4.24718624   1.46956838
4.24718624   1.46956838
4.24718624   1.46956838
4.24808836   1.46954444
4.24808836   1.46954444
4.24808836   1.46954444
4.24808836   1.46954444
4.24808836   1.46954444
4.24808836   1.46954444
4.24808836   1.46954444
4.24808836   1.46954444
4.24899086   1.46951985
4.24899086   1.46951985
4.24899086   1.46951985
4.24899086   1.46951985
4.24989375   1.46949418
4.24989375   1.46949418
4.24989375   1.46949418
4.24989375   1.46949418
4.24989375   1.46949418
4.24989375   1.46949418
4.24989375   1.46949418
4.24989375   1.46949418
4.25079702   1.46946738
4.25079702   1.46946738
4.25079702   1.46946738
4.25079702   1.46946738
4.25170068   1.46943919
4.25170068   1.46943919
4.25170068   1.46943919
4.25170068   1.46943919
4.25170068   1.46943919
4.25170068   1.46943919
4.25170068   1.46943919
4.25170068   1.46943919
4.25260472   1.46940974
4.25260472   1.46940974
4.25260472   1.46940974
4.25260472   1.46940974
4.25350915   1.46937897
4.25350915   1.46937897
4.25350915   1.46937897
4.25350915   1.46937897
4.25350915   1.46937897
4.25350915   1.46937897
4.25350915   1.46937897
4.25350915   1.46937897
4.25441395   1.46934712
4.25441395   1.46934712
4.25441395   1.46934712
4.25441395   1.46934712
4.25531915   1.46931398
4.25531915   1.46931398
4.25531915   1.46931398
4.25531915   1.46931398
4.25531915   1.46931398
4.25531915   1.46931398
4.25531915   1.46931398
4.25531915   1.46931398
4.25622473   1.46927965
4.25622473   1.46927965
4.25622473   1.46927965
4.25622473   1.46927965
4.25713069   1.46924398
4.25713069   1.46924398
4.25713069   1.46924398
4.25713069   1.46924398
4.25713069   1.46924398
4.25713069   1.46924398
4.25713069   1.46924398
4.25713069   1.46924398
4.25803704   1.46920712
4.25803704   1.46920712
4.25803704   1.46920712
4.25803704   1.46920712
4.25894378   1.46916895
4.25894378   1.46916895
4.25894378   1.46916895
4.25894378   1.46916895
4.25894378   1.46916895
4.25894378   1.46916895
4.25894378   1.46916895
4.25894378   1.46916895
4.25985091   1.46912968
4.25985091   1.46912968
4.25985091   1.46912968
4.25985091   1.46912968
4.26075841   1.46908921
4.26075841   1.46908921
4.26075841   1.46908921
4.26075841   1.46908921
4.26075841   1.46908921
4.26075841   1.46908921
4.26075841   1.46908921
4.26075841   1.46908921
4.26166631   1.46904779
4.26166631   1.46904779
4.26166631   1.46904779
4.26166631   1.46904779
4.26257460   1.46900536
4.26257460   1.46900536
4.26257460   1.46900536
4.26257460   1.46900536
4.26257460   1.46900536
4.26257460   1.46900536
4.26257460   1.46900536
4.26257460   1.46900536
4.26348327   1.46896218
4.26348327   1.46896218
4.26348327   1.46896218
4.26348327   1.46896218
4.26439232   1.46891822
4.26439232   1.46891822
4.26439232   1.46891822
4.26439232   1.46891822
4.26439232   1.46891822
4.26439232   1.46891822
4.26439232   1.46891822
4.26439232   1.46891822
4.26530177   1.46887374
4.26530177   1.46887374
4.26530177   1.46887374
4.26530177   1.46887374
4.26621160   1.46882872
4.26621160   1.46882872
4.26621160   1.46882872
4.26621160   1.46882872
4.26621160   1.46882872
4.26621160   1.46882872
4.26621160   1.46882872
4.26621160   1.46882872
4.26712183   1.46878343
4.26712183   1.46878343
4.26712183   1.46878343
4.26712183   1.46878343
4.26803244   1.46873776
4.26803244   1.46873776
4.26803244   1.46873776
4.26803244   1.46873776
4.26803244   1.46873776
4.26803244   1.46873776
4.26803244   1.46873776
4.26803244   1.46873776
4.26894344   1.46869191
4.26894344   1.46869191
4.26894344   1.46869191
4.26894344   1.46869191
