lambda            n
22.88329519   1.07495338
22.90950745   1.07163993
22.90950745   1.07163993
22.90950745   1.07163993
22.91584063   1.00237455
22.93577982   1.06829348
22.93577982   1.06829348
22.93577982   1.06829348
22.96211251   1.06491347
22.96211251   1.06491347
22.96211251   1.06491347
22.98850575   1.06149934
22.98850575   1.06149934
22.98850575   1.06149934
23.01495972   1.05805051
23.01495972   1.05805051
23.01495972   1.05805051
23.03934049   0.97775859
23.04147465   1.05456637
23.04147465   1.05456637
23.04147465   1.05456637
23.06805075   1.05104630
23.06805075   1.05104630
23.06805075   1.05104630
23.08016147   0.93281910
23.09468822   1.04748969
23.09468822   1.04748969
23.09468822   1.04748969
23.12138728   1.04389589
23.12138728   1.04389589
23.12138728   1.04389589
23.13539594   0.95861284
23.14814815   1.04026423
23.14814815   1.04026423
23.14814815   1.04026423
23.17497103   1.03659403
23.17497103   1.03659403
23.17497103   1.03659403
23.20185615   1.03288460
23.20185615   1.03288460
23.20185615   1.03288460
23.22880372   1.02913522
23.22880372   1.02913522
23.22880372   1.02913522
23.25581395   1.02534515
23.25581395   1.02534515
23.25581395   1.02534515
23.25600000   0.99750000
23.25600000   0.99750000
23.28288708   1.02151363
23.28288708   1.02151363
23.28288708   1.02151363
23.28641023   0.93667598
23.31002331   1.01763989
23.31002331   1.01763989
23.31002331   1.01763989
23.33722287   1.01372313
23.33722287   1.01372313
23.33722287   1.01372313
23.36448598   1.00976252
23.36448598   1.00976252
23.36448598   1.00976252
23.39181287   1.00575722
23.39181287   1.00575722
23.39181287   1.00575722
23.41920375   1.00170635
23.41920375   1.00170635
23.41920375   1.00170635
23.44665885   0.99760902
23.44665885   0.99760902
23.44665885   0.99760902
23.46489227   0.91198534
23.47417840   0.99346431
23.47417840   0.99346431
23.47417840   0.99346431
23.50176263   0.98927126
23.50176263   0.98927126
23.50176263   0.98927126
23.52941176   0.98502889
23.52941176   0.98502889
23.52941176   0.98502889
23.55712603   0.98073620
23.55712603   0.98073620
23.55712603   0.98073620
23.57553791   0.88856756
23.58490566   0.97639214
23.58490566   0.97639214
23.58490566   0.97639214
23.61275089   0.97199564
23.61275089   0.97199564
23.61275089   0.97199564
23.61592990   0.89276492
23.64066194   0.96754559
23.64066194   0.96754559
23.64066194   0.96754559
23.66863905   0.96304084
23.66863905   0.96304084
23.66863905   0.96304084
23.69668246   0.95848021
23.69668246   0.95848021
23.69668246   0.95848021
23.72479241   0.95386249
23.72479241   0.95386249
23.72479241   0.95386249
23.75296912   0.94918640
23.75296912   0.94918640
23.75296912   0.94918640
23.76701419   0.87897737
23.78121284   0.94445065
23.78121284   0.94445065
23.78121284   0.94445065
23.80952381   0.93965389
23.80952381   0.93965389
23.80952381   0.93965389
23.81000000   0.91150000
23.81000000   0.91150000
23.83790226   0.93479472
23.83790226   0.93479472
23.83790226   0.93479472
23.86634845   0.92987170
23.86634845   0.92987170
23.86634845   0.92987170
23.89113950   0.84429706
23.89486260   0.92488332
23.89486260   0.92488332
23.89486260   0.92488332
23.92344498   0.91982805
23.92344498   0.91982805
23.92344498   0.91982805
23.94540289   0.84342098
23.95209581   0.91470426
23.95209581   0.91470426
23.95209581   0.91470426
23.98081535   0.90951030
23.98081535   0.90951030
23.98081535   0.90951030
24.00960384   0.90424444
24.00960384   0.90424444
24.00960384   0.90424444
24.03846154   0.89890489
24.03846154   0.89890489
24.03846154   0.89890489
24.06738869   0.89348977
24.06738869   0.89348977
24.06738869   0.89348977
24.08262496   0.81606992
24.09638554   0.88799716
24.09638554   0.88799716
24.09638554   0.88799716
24.11713811   0.78735887
24.12545235   0.88242504
24.12545235   0.88242504
24.12545235   0.88242504
24.15458937   0.87677131
24.15458937   0.87677131
24.15458937   0.87677131
24.18379686   0.87103382
24.18379686   0.87103382
24.18379686   0.87103382
24.19237927   0.79147263
24.21307506   0.86521027
24.21307506   0.86521027
24.21307506   0.86521027
24.24242424   0.85929833
24.24242424   0.85929833
24.24242424   0.85929833
24.27184466   0.85329553
24.27184466   0.85329553
24.27184466   0.85329553
24.28841139   0.76961045
24.30133657   0.84719931
24.30133657   0.84719931
24.30133657   0.84719931
24.33090024   0.84100700
24.33090024   0.84100700
24.33090024   0.84100700
24.36053593   0.83471582
24.36053593   0.83471582
24.36053593   0.83471582
24.39000000   0.79850000
24.39000000   0.79850000
24.39024390   0.82832286
24.39024390   0.82832286
24.39024390   0.82832286
24.39821238   0.75044603
24.42002442   0.82182510
24.42002442   0.82182510
24.42002442   0.82182510
24.43316637   0.72410107
24.44987775   0.81521938
24.44987775   0.81521938
24.44987775   0.81521938
24.47980416   0.80850242
24.47980416   0.80850242
24.47980416   0.80850242
24.50980392   0.80167076
24.50980392   0.80167076
24.50980392   0.80167076
24.52171224   0.72583007
24.53987730   0.79472085
24.53987730   0.79472085
24.53987730   0.79472085
24.57002457   0.78764894
24.57002457   0.78764894
24.57002457   0.78764894
24.60024600   0.78045118
24.60024600   0.78045118
24.60024600   0.78045118
24.63054187   0.77312354
24.63054187   0.77312354
24.63054187   0.77312354
24.64514209   0.69306480
24.66091245   0.76566186
24.66091245   0.76566186
24.66091245   0.76566186
24.69135802   0.75806185
24.69135802   0.75806185
24.69135802   0.75806185
24.72187886   0.75031908
24.72187886   0.75031908
24.72187886   0.75031908
24.74891019   0.67350146
24.75247525   0.74242904
24.75247525   0.74242904
24.75247525   0.74242904
24.75489641   0.66846751
24.78314746   0.73438715
24.78314746   0.73438715
24.78314746   0.73438715
24.81389578   0.72618883
24.81389578   0.72618883
24.81389578   0.72618883
24.84472050   0.71782953
24.84472050   0.71782953
24.84472050   0.71782953
24.85088185   0.64117246
24.87562189   0.70930487
24.87562189   0.70930487
24.87562189   0.70930487
24.90660025   0.70061073
24.90660025   0.70061073
24.90660025   0.70061073
24.93765586   0.69174347
24.93765586   0.69174347
24.93765586   0.69174347
24.96878901   0.68270012
24.96878901   0.68270012
24.96878901   0.68270012
24.97435838   0.61384006
25.00000000   0.65948721
25.00000000   0.65948721
25.00000000   0.65948721
25.00000000   0.65948721
25.00000000   0.65948721
25.03128911   0.66407858
25.03128911   0.66407858
25.03128911   0.66407858
25.06265664   0.65450111
25.06265664   0.65450111
25.06265664   0.65450111
25.06493845   0.61024366
25.09410289   0.64475004
25.09410289   0.64475004
25.09410289   0.64475004
25.11160378   0.58920543
25.12562814   0.63483235
25.12562814   0.63483235
25.12562814   0.63483235
25.15723270   0.62475900
25.15723270   0.62475900
25.15723270   0.62475900
25.18891688   0.61454567
25.18891688   0.61454567
25.18891688   0.61454567
25.22068096   0.60421333
25.22068096   0.60421333
25.22068096   0.60421333
25.22128809   0.55645883
25.25252525   0.59378846
25.25252525   0.59378846
25.25252525   0.59378846
25.28445006   0.58330252
25.28445006   0.58330252
25.28445006   0.58330252
25.31645570   0.57279057
25.31645570   0.57279057
25.31645570   0.57279057
25.31727353   0.52916377
25.34854246   0.56228895
25.34854246   0.56228895
25.34854246   0.56228895
25.38071066   0.55183216
25.38071066   0.55183216
25.38071066   0.55183216
25.41296061   0.54144958
25.41296061   0.54144958
25.41296061   0.54144958
25.41328230   0.50458515
25.42591043   0.54699060
25.44529262   0.53116280
25.44529262   0.53116280
25.44529262   0.53116280
25.47770701   0.52098402
25.47770701   0.52098402
25.47770701   0.52098402
25.49552220   0.47730877
25.51020408   0.51091599
25.51020408   0.51091599
25.51020408   0.51091599
25.54278416   0.50095311
25.54278416   0.50095311
25.54278416   0.50095311
25.57544757   0.49108337
25.57544757   0.49108337
25.57544757   0.49108337
25.60529985   0.45542791
25.60819462   0.48129047
25.60819462   0.48129047
25.60819462   0.48129047
25.64000000   0.43300000
25.64000000   0.43300000
25.64102564   0.47155595
25.64102564   0.47155595
25.64102564   0.47155595
25.67394095   0.46186080
25.67394095   0.46186080
25.67394095   0.46186080
25.70694087   0.45218686
25.70694087   0.45218686
25.70694087   0.45218686
25.72875304   0.42537908
25.74002574   0.44251779
25.74002574   0.44251779
25.74002574   0.44251779
25.77319588   0.43283974
25.77319588   0.43283974
25.77319588   0.43283974
25.78702464   0.47740844
25.79729406   0.40355424
25.80645161   0.42314203
25.80645161   0.42314203
25.80645161   0.42314203
25.83979328   0.41341756
25.83979328   0.41341756
25.83979328   0.41341756
25.87322122   0.40366331
25.87322122   0.40366331
25.87322122   0.40366331
25.90673575   0.39388085
25.90673575   0.39388085
25.90673575   0.39388085
25.90711839   0.38710626
25.94033722   0.38407680
25.94033722   0.38407680
25.94033722   0.38407680
25.97402597   0.37426336
25.97402597   0.37426336
25.97402597   0.37426336
26.00780234   0.36445878
26.00780234   0.36445878
26.00780234   0.36445878
26.03064159   0.36520674
26.04166667   0.35468764
26.04166667   0.35468764
26.04166667   0.35468764
26.07561930   0.34498096
26.07561930   0.34498096
26.07561930   0.34498096
26.10966057   0.33537592
26.10966057   0.33537592
26.10966057   0.33537592
26.11290483   0.34064679
26.14379085   0.32591505
26.14379085   0.32591505
26.14379085   0.32591505
26.14771216   0.42681357
26.17801047   0.31664485
26.17801047   0.31664485
26.17801047   0.31664485
26.21231979   0.30761379
26.21231979   0.30761379
26.21231979   0.30761379
26.22270582   0.32148237
26.24671916   0.29886988
26.24671916   0.29886988
26.24671916   0.29886988
26.28120894   0.29045791
26.28120894   0.29045791
26.28120894   0.29045791
26.31578947   0.28241695
26.31578947   0.28241695
26.31578947   0.28241695
26.31600000   0.27400000
26.31600000   0.27400000
26.35046113   0.27477817
26.35046113   0.27477817
26.35046113   0.27477817
26.38522427   0.26756356
26.38522427   0.26756356
26.38522427   0.26756356
26.38744231   0.29681040
26.42007926   0.26078548
26.42007926   0.26078548
26.42007926   0.26078548
26.45502646   0.25444708
26.45502646   0.25444708
26.45502646   0.25444708
26.49006623   0.24854334
26.49006623   0.24854334
26.49006623   0.24854334
26.52473439   0.27760865
26.52519894   0.24306262
26.52519894   0.24306262
26.52519894   0.24306262
26.55305895   0.38888165
26.56042497   0.23798824
26.56042497   0.23798824
26.56042497   0.23798824
26.59574468   0.23330008
26.59574468   0.23330008
26.59574468   0.23330008
26.63115846   0.22897594
26.63115846   0.22897594
26.63115846   0.22897594
26.64830427   0.26114200
26.66666667   0.22499274
26.66666667   0.22499274
26.66666667   0.22499274
26.70226969   0.22132732
26.70226969   0.22132732
26.70226969   0.22132732
26.73796791   0.21795711
26.73796791   0.21795711
26.73796791   0.21795711
26.74438305   0.24471269
26.77376171   0.21486056
26.77376171   0.21486056
26.77376171   0.21486056
26.80965147   0.21201735
26.80965147   0.21201735
26.80965147   0.21201735
26.84563758   0.20940862
26.84563758   0.20940862
26.84563758   0.20940862
26.88172043   0.20701692
26.88172043   0.20701692
26.88172043   0.20701692
26.90921290   0.23090647
26.91790040   0.20482625
26.91790040   0.20482625
26.91790040   0.20482625
26.95417790   0.20282203
26.95417790   0.20282203
26.95417790   0.20282203
26.99055331   0.20099095
26.99055331   0.20099095
26.99055331   0.20099095
27.02700000   0.19200000
27.02700000   0.19200000
27.02702703   0.19932097
27.02702703   0.19932097
27.02702703   0.19932097
27.03282945   0.21987270
27.06359946   0.19780114
27.06359946   0.19780114
27.06359946   0.19780114
27.09295242   0.36362214
27.10027100   0.19642158
27.10027100   0.19642158
27.10027100   0.19642158
27.13704206   0.19517333
27.13704206   0.19517333
27.13704206   0.19517333
27.17391304   0.19404830
27.17391304   0.19404830
27.17391304   0.19404830
27.18396042   0.21151802
27.21088435   0.19303917
27.21088435   0.19303917
27.21088435   0.19303917
27.24795640   0.19213932
27.24795640   0.19213932
27.24795640   0.19213932
27.28512960   0.19134277
27.28512960   0.19134277
27.28512960   0.19134277
27.32132251   0.20046557
27.32240437   0.19064412
27.32240437   0.19064412
27.32240437   0.19064412
27.35978112   0.19003848
27.35978112   0.19003848
27.35978112   0.19003848
27.39726027   0.18952143
27.39726027   0.18952143
27.39726027   0.18952143
27.43484225   0.18908898
27.43484225   0.18908898
27.43484225   0.18908898
27.47252747   0.18873753
27.47252747   0.18873753
27.47252747   0.18873753
27.48622237   0.19480867
27.51031637   0.18846381
27.51031637   0.18846381
27.51031637   0.18846381
27.54820937   0.18826490
27.54820937   0.18826490
27.54820937   0.18826490
27.58620690   0.18813816
27.58620690   0.18813816
27.58620690   0.18813816
27.62430939   0.18808121
27.62430939   0.18808121
27.62430939   0.18808121
27.63241921   0.35734993
27.66251729   0.18809193
27.66251729   0.18809193
27.66251729   0.18809193
27.70083102   0.18816840
27.70083102   0.18816840
27.70083102   0.18816840
27.71980327   0.18362553
27.73925104   0.18830895
27.73925104   0.18830895
27.73925104   0.18830895
27.77777778   0.18851207
27.77777778   0.18851207
27.77777778   0.18851207
27.77800000   0.18200000
27.77800000   0.18200000
27.81641168   0.18877643
27.81641168   0.18877643
27.81641168   0.18877643
27.85515320   0.18910089
27.85515320   0.18910089
27.85515320   0.18910089
27.89400279   0.18948444
27.89400279   0.18948444
27.89400279   0.18948444
27.91217087   0.17521485
27.93296089   0.18992623
27.93296089   0.18992623
27.93296089   0.18992623
27.97202797   0.19042556
27.97202797   0.19042556
27.97202797   0.19042556
28.01120448   0.19098182
28.01120448   0.19098182
28.01120448   0.19098182
28.05049088   0.19159458
28.05049088   0.19159458
28.05049088   0.19159458
28.08988764   0.19226347
28.08988764   0.19226347
28.08988764   0.19226347
28.09083961   0.17225570
28.12939522   0.19298828
28.12939522   0.19298828
28.12939522   0.19298828
28.16901408   0.19376889
28.16901408   0.19376889
28.16901408   0.19376889
28.20874471   0.19460528
28.20874471   0.19460528
28.20874471   0.19460528
28.21640303   0.37006976
28.24858757   0.19549755
28.24858757   0.19549755
28.24858757   0.19549755
28.26941500   0.15843081
28.28854314   0.19644587
28.28854314   0.19644587
28.28854314   0.19644587
28.32861190   0.19745055
28.32861190   0.19745055
28.32861190   0.19745055
28.36879433   0.19851195
28.36879433   0.19851195
28.36879433   0.19851195
28.40909091   0.19963057
28.40909091   0.19963057
28.40909091   0.19963057
28.43433819   0.15549034
28.44950213   0.20080697
28.44950213   0.20080697
28.44950213   0.20080697
28.49002849   0.20204183
28.49002849   0.20204183
28.49002849   0.20204183
28.53067047   0.20333590
28.53067047   0.20333590
28.53067047   0.20333590
28.57100000   0.19900000
28.57100000   0.19900000
28.57142857   0.20469005
28.57142857   0.20469005
28.57142857   0.20469005
28.61230329   0.20610525
28.61230329   0.20610525
28.61230329   0.20610525
28.62018532   0.40175793
28.65329513   0.20758253
28.65329513   0.20758253
28.65329513   0.20758253
28.68173465   0.15243785
28.69440459   0.20912306
28.69440459   0.20912306
28.69440459   0.20912306
28.73563218   0.21072811
28.73563218   0.21072811
28.73563218   0.21072811
28.77697842   0.21239902
28.77697842   0.21239902
28.77697842   0.21239902
28.81844380   0.21413728
28.81844380   0.21413728
28.81844380   0.21413728
28.86002886   0.21594448
28.86002886   0.21594448
28.86002886   0.21594448
28.90164001   0.14942270
28.90173410   0.21782230
28.90173410   0.21782230
28.90173410   0.21782230
28.94356006   0.21977259
28.94356006   0.21977259
28.94356006   0.21977259
28.98550725   0.22179727
28.98550725   0.22179727
28.98550725   0.22179727
29.02757620   0.22389844
29.02757620   0.22389844
29.02757620   0.22389844
29.06905355   0.42712173
29.06976744   0.22607831
29.06976744   0.22607831
29.06976744   0.22607831
29.11208151   0.22833923
29.11208151   0.22833923
29.11208151   0.22833923
29.15451895   0.23068372
29.15451895   0.23068372
29.15451895   0.23068372
29.17655090   0.14904931
29.19708029   0.23311444
29.19708029   0.23311444
29.19708029   0.23311444
29.23976608   0.23563424
29.23976608   0.23563424
29.23976608   0.23563424
29.28257687   0.23824613
29.28257687   0.23824613
29.28257687   0.23824613
29.32551320   0.24095331
29.32551320   0.24095331
29.32551320   0.24095331
29.36857562   0.24375917
29.36857562   0.24375917
29.36857562   0.24375917
29.41176471   0.24666733
29.41176471   0.24666733
29.41176471   0.24666733
29.41200000   0.24300000
29.41200000   0.24300000
29.43771623   0.14869458
29.45508100   0.24968161
29.45508100   0.24968161
29.45508100   0.24968161
29.49852507   0.25280610
29.49852507   0.25280610
29.49852507   0.25280610
29.51735287   0.47780193
29.54209749   0.25604511
29.54209749   0.25604511
29.54209749   0.25604511
29.58579882   0.25940324
29.58579882   0.25940324
29.58579882   0.25940324
29.62962963   0.26288537
29.62962963   0.26288537
29.62962963   0.26288537
29.67359050   0.26649670
29.67359050   0.26649670
29.67359050   0.26649670
29.68513603   0.14835853
29.71768202   0.27024274
29.71768202   0.27024274
29.71768202   0.27024274
29.76190476   0.27412939
29.76190476   0.27412939
29.76190476   0.27412939
29.78616179   0.51580497
29.80625931   0.27816289
29.80625931   0.27816289
29.80625931   0.27816289
29.83638369   0.15358604
29.85074627   0.28234993
29.85074627   0.28234993
29.85074627   0.28234993
29.89536622   0.28669762
29.89536622   0.28669762
29.89536622   0.28669762
29.94011976   0.29121354
29.94011976   0.29121354
29.94011976   0.29121354
29.98500750   0.29590579
29.98500750   0.29590579
29.98500750   0.29590579
30.02884464   0.15604110
30.03003003   0.30078305
30.03003003   0.30078305
30.03003003   0.30078305
30.07518797   0.30585457
30.07518797   0.30585457
30.07518797   0.30585457
30.12048193   0.31113027
30.12048193   0.31113027
30.12048193   0.31113027
30.14414701   0.58546298
30.16591252   0.31662077
30.16591252   0.31662077
30.16591252   0.31662077
30.21148036   0.32233745
30.21148036   0.32233745
30.21148036   0.32233745
30.25718608   0.32829256
30.25718608   0.32829256
30.25718608   0.32829256
30.30300000   0.33700000
30.30300000   0.33700000
30.30303030   0.33449922
30.30303030   0.33449922
30.30303030   0.33449922
30.30377886   0.15838414
30.34901366   0.34097158
30.34901366   0.34097158
30.34901366   0.34097158
30.36744330   0.64877768
30.39513678   0.34772486
30.39513678   0.34772486
30.39513678   0.34772486
30.44140030   0.35477548
30.44140030   0.35477548
30.44140030   0.35477548
30.48780488   0.36214116
30.48780488   0.36214116
30.48780488   0.36214116
30.50996202   0.15810410
30.53435115   0.36984108
30.53435115   0.36984108
30.53435115   0.36984108
30.58103976   0.37789595
30.58103976   0.37789595
30.58103976   0.37789595
30.59045515   0.72475057
30.62787136   0.38632828
30.62787136   0.38632828
30.62787136   0.38632828
30.67484663   0.39516247
30.67484663   0.39516247
30.67484663   0.39516247
30.72196621   0.40442504
30.72196621   0.40442504
30.72196621   0.40442504
30.75747516   0.16863379
30.76923077   0.41414489
30.76923077   0.41414489
30.76923077   0.41414489
30.81664099   0.42435351
30.81664099   0.42435351
30.81664099   0.42435351
30.86419753   0.43508532
30.86419753   0.43508532
30.86419753   0.43508532
30.90335442   0.80073294
30.91190108   0.44637797
30.91190108   0.44637797
30.91190108   0.44637797
30.95975232   0.45827273
30.95975232   0.45827273
30.95975232   0.45827273
30.96375167   0.17921949
31.00775194   0.47081494
31.00775194   0.47081494
31.00775194   0.47081494
31.05590062   0.48405446
31.05590062   0.48405446
31.05590062   0.48405446
31.10419907   0.49804625
31.10419907   0.49804625
31.10419907   0.49804625
31.12608181   0.88936403
31.14246708   0.18169322
31.15264798   0.51285104
31.15264798   0.51285104
31.15264798   0.51285104
31.20124805   0.52853603
31.20124805   0.52853603
31.20124805   0.52853603
31.25000000   0.55590545
31.25000000   0.55590545
31.25000000   0.55590545
31.25000000   0.55590545
31.25000000   0.55590545
31.29890454   0.56285301
31.29890454   0.56285301
31.29890454   0.56285301
31.32127584   0.19503270
31.34767139   1.02862791
31.34796238   0.58166008
31.34796238   0.58166008
31.34796238   0.58166008
31.39717425   0.60169992
31.39717425   0.60169992
31.39717425   0.60169992
31.44654088   0.62308769
31.44654088   0.62308769
31.44654088   0.62308769
31.49606299   0.64595245
31.49606299   0.64595245
31.49606299   0.64595245
31.50010793   0.21108862
31.54574132   0.67043913
31.54574132   0.67043913
31.54574132   0.67043913
31.59557662   0.69671079
31.59557662   0.69671079
31.59557662   0.69671079
31.64556962   0.72495116
31.64556962   0.72495116
31.64556962   0.72495116
31.69268557   0.22712586
31.69572108   0.75536755
31.69572108   0.75536755
31.69572108   0.75536755
31.74603175   0.78819414
31.74603175   0.78819414
31.74603175   0.78819414
31.79650238   0.82369546
31.79650238   0.82369546
31.79650238   0.82369546
31.83380308   1.39576780
31.84407326   0.24865199
31.84713376   0.86217034
31.84713376   0.86217034
31.84713376   0.86217034
31.89792663   0.90395578
31.89792663   0.90395578
31.89792663   0.90395578
31.94888179   0.94943079
31.94888179   0.94943079
31.94888179   0.94943079
32.00000000   0.99901957
32.00000000   0.99901957
32.00000000   0.99901957
32.00920648   0.27015945
32.05128205   1.05319332
32.05128205   1.05319332
32.05128205   1.05319332
32.10272873   1.11246942
32.10272873   1.11246942
32.10272873   1.11246942
32.15434084   1.17740626
32.15434084   1.17740626
32.15434084   1.17740626
32.17429303   0.28623404
32.20611916   1.24859091
32.20611916   1.24859091
32.20611916   1.24859091
32.25800000   1.52600000
32.25800000   1.52600000
32.25806452   1.32661611
32.25806452   1.32661611
32.25806452   1.32661611
32.27062853   0.29968553
32.31017771   1.41204187
32.31017771   1.41204187
32.31017771   1.41204187
32.31253896   2.09202083
32.36245955   1.50533640
32.36245955   1.50533640
32.36245955   1.50533640
32.38077958   0.32126767
32.41491086   1.60679203
32.41491086   1.60679203
32.41491086   1.60679203
32.46753247   1.71641501
32.46753247   1.71641501
32.46753247   1.71641501
32.50467617   0.34283114
32.52032520   1.83379672
32.52032520   1.83379672
32.52032520   1.83379672
32.57328990   1.95798715
32.57328990   1.95798715
32.57328990   1.95798715
32.57349724   0.35360354
32.62642741   2.08741021
32.62642741   2.08741021
32.62642741   2.08741021
32.66983273   0.36705503
32.67973856   2.21987405
32.67973856   2.21987405
32.67973856   2.21987405
32.70380528   2.68066970
32.73322422   2.35272625
32.73322422   2.35272625
32.73322422   2.35272625
32.78688525   2.48316843
32.78688525   2.48316843
32.78688525   2.48316843
32.84072250   2.60868009
32.84072250   2.60868009
32.84072250   2.60868009
32.87661102   2.99081451
32.89473684   2.72743859
32.89473684   2.72743859
32.89473684   2.72743859
32.94892916   2.83860386
32.94892916   2.83860386
32.94892916   2.83860386
33.00330033   2.94238479
33.00330033   2.94238479
33.00330033   2.94238479
33.05785124   3.03989170
33.05785124   3.03989170
33.05785124   3.03989170
33.09578273   3.23767307
33.11258278   3.13285060
33.11258278   3.13285060
33.11258278   3.13285060
33.16749585   3.22327693
33.16749585   3.22327693
33.16749585   3.22327693
33.22259136   3.31318235
33.22259136   3.31318235
33.22259136   3.31318235
33.27787022   3.40434801
33.27787022   3.40434801
33.27787022   3.40434801
33.33300000   3.89450000
33.33300000   3.89450000
33.33333333   3.49816474
33.33333333   3.49816474
33.33333333   3.49816474
33.35833367   3.55415646
33.38898164   3.59552510
33.38898164   3.59552510
33.38898164   3.59552510
33.40213957   3.60479400
33.44481605   3.69675104
33.44481605   3.69675104
33.44481605   3.69675104
33.49088918   3.65543627
33.50083752   3.80154861
33.50083752   3.80154861
33.50083752   3.80154861
33.55704698   3.90899114
33.55704698   3.90899114
33.55704698   3.90899114
33.61344538   4.01754125
33.61344538   4.01754125
33.61344538   4.01754125
33.66981067   3.69342983
33.67003367   4.12512584
33.67003367   4.12512584
33.67003367   4.12512584
33.72681282   4.22927486
33.72681282   4.22927486
33.72681282   4.22927486
33.78378378   4.32732281
33.78378378   4.32732281
33.78378378   4.32732281
33.84094755   4.41665476
33.84094755   4.41665476
33.84094755   4.41665476
33.89424479   3.70611173
33.89830508   4.49496124
33.89830508   4.49496124
33.89830508   4.49496124
33.95585739   4.56045758
33.95585739   4.56045758
33.95585739   4.56045758
34.01360544   4.61202821
34.01360544   4.61202821
34.01360544   4.61202821
34.07155026   4.64927434
34.07155026   4.64927434
34.07155026   4.64927434
34.11967449   3.67448994
34.12969283   4.67246753
34.12969283   4.67246753
34.12969283   4.67246753
34.18803419   4.68243202
34.18803419   4.68243202
34.18803419   4.68243202
34.24657534   4.68038912
34.24657534   4.68038912
34.24657534   4.68038912
34.25535899   3.63652957
34.30531732   4.66779611
34.30531732   4.66779611
34.30531732   4.66779611
34.34652646   3.57957716
34.36426117   4.64620347
34.36426117   4.64620347
34.36426117   4.64620347
34.42340792   4.61714341
34.42340792   4.61714341
34.42340792   4.61714341
34.48275862   4.58205282
34.48275862   4.58205282
34.48275862   4.58205282
34.48300000   4.39450000
34.48300000   4.39450000
34.54231434   4.54222730
34.54231434   4.54222730
34.54231434   4.54222730
34.57266730   3.51630987
34.60207612   4.49880010
34.60207612   4.49880010
34.60207612   4.49880010
34.66204506   4.45273868
34.66204506   4.45273868
34.66204506   4.45273868
34.72222222   4.40485269
34.72222222   4.40485269
34.72222222   4.40485269
34.78260870   4.35580841
34.78260870   4.35580841
34.78260870   4.35580841
34.84320557   4.30614607
34.84320557   4.30614607
34.84320557   4.30614607
34.90401396   4.25629773
34.90401396   4.25629773
34.90401396   4.25629773
34.96503497   4.20660427
34.96503497   4.20660427
34.96503497   4.20660427
34.98028972   3.37711237
35.02626970   4.15733086
35.02626970   4.15733086
35.02626970   4.15733086
35.08771930   4.10868042
35.08771930   4.10868042
35.08771930   4.10868042
35.14938489   4.06080524
35.14938489   4.06080524
35.14938489   4.06080524
35.21126761   4.01381669
35.21126761   4.01381669
35.21126761   4.01381669
35.27336861   3.96779334
35.27336861   3.96779334
35.27336861   3.96779334
35.29816693   3.23157628
35.33568905   3.92278762
35.33568905   3.92278762
35.33568905   3.92278762
35.39823009   3.87883126
35.39823009   3.87883126
35.39823009   3.87883126
35.46099291   3.83593971
35.46099291   3.83593971
35.46099291   3.83593971
35.52397869   3.79411571
35.52397869   3.79411571
35.52397869   3.79411571
35.58718861   3.75335219
35.58718861   3.75335219
35.58718861   3.75335219
35.65062389   3.71363454
35.65062389   3.71363454
35.65062389   3.71363454
35.70578935   3.09237877
35.71400000   3.54900000
35.71400000   3.54900000
35.71428571   3.67494251
35.71428571   3.67494251
35.71428571   3.67494251
35.77817531   3.63725164
35.77817531   3.63725164
35.77817531   3.63725164
35.84229391   3.60053444
35.84229391   3.60053444
35.84229391   3.60053444
35.90664273   3.56476134
35.90664273   3.56476134
35.90664273   3.56476134
35.97122302   3.52990138
35.97122302   3.52990138
35.97122302   3.52990138
36.03603604   3.49592281
36.03603604   3.49592281
36.03603604   3.49592281
36.10108303   3.46279355
36.10108303   3.46279355
36.10108303   3.46279355
36.11326954   2.95951036
36.16636528   3.43048148
36.16636528   3.43048148
36.16636528   3.43048148
36.23188406   3.39895478
36.23188406   3.39895478
36.23188406   3.39895478
36.29764065   3.36818205
36.29764065   3.36818205
36.29764065   3.36818205
36.36363636   3.33813252
36.36363636   3.33813252
36.36363636   3.33813252
36.42987250   3.30877612
36.42987250   3.30877612
36.42987250   3.30877612
36.49635036   3.28008359
36.49635036   3.28008359
36.49635036   3.28008359
36.52046527   2.83930015
36.56307130   3.25202645
36.56307130   3.25202645
36.56307130   3.25202645
36.63003663   3.22457714
36.63003663   3.22457714
36.63003663   3.22457714
36.69724771   3.19770893
36.69724771   3.19770893
36.69724771   3.19770893
36.76470588   3.17139596
36.76470588   3.17139596
36.76470588   3.17139596
36.83241252   3.14561324
36.83241252   3.14561324
36.83241252   3.14561324
36.90036900   3.12033662
36.90036900   3.12033662
36.90036900   3.12033662
36.96857671   3.09554274
36.96857671   3.09554274
36.96857671   3.09554274
37.03700000   3.00400000
37.03700000   3.00400000
37.03703704   3.07120905
37.03703704   3.07120905
37.03703704   3.07120905
37.06306106   2.69378776
37.10575139   3.04731374
37.10575139   3.04731374
37.10575139   3.04731374
37.17472119   3.02383570
37.17472119   3.02383570
37.17472119   3.02383570
37.24394786   3.00075454
37.24394786   3.00075454
37.24394786   3.00075454
37.31343284   2.97805048
37.31343284   2.97805048
37.31343284   2.97805048
37.38317757   2.95570437
37.38317757   2.95570437
37.38317757   2.95570437
37.45318352   2.93369763
37.45318352   2.93369763
37.45318352   2.93369763
37.52345216   2.91201220
