lambda            k
2.50783699   0.00178702
2.50783699   0.00178702
2.50815149   0.00398587
2.50815149   0.00398587
2.50815149   0.00398587
2.50815149   0.00398587
2.50815149   0.00398587
2.50846607   0.00179272
2.50846607   0.00179272
2.50846607   0.00179272
2.50846607   0.00179272
2.50878073   0.00399645
2.50878073   0.00399645
2.50878073   0.00399645
2.50878073   0.00399645
2.50878073   0.00399645
2.50909547   0.00179846
2.50909547   0.00179846
2.50909547   0.00179846
2.50909547   0.00179846
2.50941029   0.00180135
2.50941029   0.00180135
2.50941029   0.00180135
2.50941029   0.00180135
2.50941029   0.01283004
2.50972519   0.00180424
2.50972519   0.00180424
2.50972519   0.00180424
2.50972519   0.00180424
2.51004016   0.00180714
2.51004016   0.00180714
2.51004016   0.00180714
2.51004016   0.00180714
2.51004016   0.01286028
2.51035522   0.00181005
2.51035522   0.00181005
2.51035522   0.00181005
2.51035522   0.00181005
2.51067035   0.00402850
2.51067035   0.00402850
2.51067035   0.00402850
2.51067035   0.00402850
2.51067035   0.00402850
2.51098556   0.00181589
2.51098556   0.00181589
2.51098556   0.00181589
2.51098556   0.00181589
2.51130085   0.00403928
2.51130085   0.00403928
2.51130085   0.00403928
2.51130085   0.00403928
2.51130085   0.00403928
2.51161623   0.00182177
2.51161623   0.00182177
2.51161623   0.00182177
2.51161623   0.00182177
2.51193168   0.00405011
2.51193168   0.00405011
2.51193168   0.00405011
2.51193168   0.00405011
2.51193168   0.00405011
2.51224721   0.00182769
2.51224721   0.00182769
2.51224721   0.00182769
2.51224721   0.00182769
2.51256281   0.00406099
2.51256281   0.00406099
2.51256281   0.00406099
2.51256281   0.00406099
2.51256281   0.00406099
2.51287850   0.00183364
2.51287850   0.00183364
2.51287850   0.00183364
2.51287850   0.00183364
2.51319427   0.00183663
2.51319427   0.00183663
2.51319427   0.00183663
2.51319427   0.00183663
2.51319427   0.01301305
2.51351012   0.00183963
2.51351012   0.00183963
2.51351012   0.00183963
2.51351012   0.00183963
2.51382604   0.00408290
2.51382604   0.00408290
2.51382604   0.00408290
2.51382604   0.00408290
2.51382604   0.00408290
2.51414205   0.00184566
2.51414205   0.00184566
2.51414205   0.00184566
2.51414205   0.00184566
2.51445813   0.00409393
2.51445813   0.00409393
2.51445813   0.00409393
2.51445813   0.00409393
2.51445813   0.00409393
2.51477430   0.00185172
2.51477430   0.00185172
2.51477430   0.00185172
2.51477430   0.00185172
2.51509054   0.01310600
2.51509054   0.00185477
2.51509054   0.00185477
2.51509054   0.00185477
2.51509054   0.00185477
2.51540687   0.00185782
2.51540687   0.00185782
2.51540687   0.00185782
2.51540687   0.00185782
2.51572327   0.00411615
2.51572327   0.00411615
2.51572327   0.00411615
2.51572327   0.00411615
2.51572327   0.00411615
2.51603975   0.00186396
2.51603975   0.00186396
2.51603975   0.00186396
2.51603975   0.00186396
2.51635632   0.00412733
2.51635632   0.00412733
2.51635632   0.00412733
2.51635632   0.00412733
2.51635632   0.00412733
2.51667296   0.00187013
2.51667296   0.00187013
2.51667296   0.00187013
2.51667296   0.00187013
2.51698968   0.00413857
2.51698968   0.00413857
2.51698968   0.00413857
2.51698968   0.00413857
2.51698968   0.00413857
2.51730648   0.00187635
2.51730648   0.00187635
2.51730648   0.00187635
2.51730648   0.00187635
2.51762336   0.00414987
2.51762336   0.00414987
2.51762336   0.00414987
2.51762336   0.00414987
2.51762336   0.00414987
2.51794032   0.00188260
2.51794032   0.00188260
2.51794032   0.00188260
2.51794032   0.00188260
2.51825737   0.00188574
2.51825737   0.00188574
2.51825737   0.00188574
2.51825737   0.00188574
2.51825737   0.01326309
2.51857449   0.00188889
2.51857449   0.00188889
2.51857449   0.00188889
2.51857449   0.00188889
2.51889169   0.00417261
2.51889169   0.00417261
2.51889169   0.00417261
2.51889169   0.00417261
2.51889169   0.00417261
2.51920897   0.00189523
2.51920897   0.00189523
2.51920897   0.00189523
2.51920897   0.00189523
2.51952633   0.00418407
2.51952633   0.00418407
2.51952633   0.00418407
2.51952633   0.00418407
2.51952633   0.00418407
2.51984377   0.00190160
2.51984377   0.00190160
2.51984377   0.00190160
2.51984377   0.00190160
2.52016129   0.00419558
2.52016129   0.00419558
2.52016129   0.00419558
2.52016129   0.00419558
2.52016129   0.00419558
2.52047889   0.00190801
2.52047889   0.00190801
2.52047889   0.00190801
2.52047889   0.00190801
2.52079657   0.01339077
2.52079657   0.00191123
2.52079657   0.00191123
2.52079657   0.00191123
2.52079657   0.00191123
2.52111433   0.00191446
2.52111433   0.00191446
2.52111433   0.00191446
2.52111433   0.00191446
2.52143217   0.00421876
2.52143217   0.00421876
2.52143217   0.00421876
2.52143217   0.00421876
2.52143217   0.00421876
2.52175009   0.00192095
2.52175009   0.00192095
2.52175009   0.00192095
2.52175009   0.00192095
2.52206810   0.00423043
2.52206810   0.00423043
2.52206810   0.00423043
2.52206810   0.00423043
2.52206810   0.00423043
2.52238618   0.00192749
2.52238618   0.00192749
2.52238618   0.00192749
2.52238618   0.00192749
2.52270434   0.01348772
2.52270434   0.00193077
2.52270434   0.00193077
2.52270434   0.00193077
2.52270434   0.00193077
2.52302258   0.00193406
2.52302258   0.00193406
2.52302258   0.00193406
2.52302258   0.00193406
2.52334090   0.00425395
2.52334090   0.00425395
2.52334090   0.00425395
2.52334090   0.00425395
2.52334090   0.00425395
2.52365931   0.00194068
2.52365931   0.00194068
2.52365931   0.00194068
2.52365931   0.00194068
2.52397779   0.00426579
2.52397779   0.00426579
2.52397779   0.00426579
2.52397779   0.00426579
2.52397779   0.00426579
2.52429635   0.00194734
2.52429635   0.00194734
2.52429635   0.00194734
2.52429635   0.00194734
2.52461500   0.00427769
2.52461500   0.00427769
2.52461500   0.00427769
2.52461500   0.00427769
2.52461500   0.00427769
2.52493372   0.00195405
2.52493372   0.00195405
2.52493372   0.00195405
2.52493372   0.00195405
2.52525253   0.00428965
2.52525253   0.00428965
2.52525253   0.00428965
2.52525253   0.00428965
2.52525253   0.00428965
2.52557141   0.00196079
2.52557141   0.00196079
2.52557141   0.00196079
2.52557141   0.00196079
2.52589038   0.01365160
2.52589038   0.00196418
2.52589038   0.00196418
2.52589038   0.00196418
2.52589038   0.00196418
2.52620942   0.00196758
2.52620942   0.00196758
2.52620942   0.00196758
2.52620942   0.00196758
2.52652855   0.01368473
2.52652855   0.00197099
2.52652855   0.00197099
2.52652855   0.00197099
2.52652855   0.00197099
2.52684776   0.00197442
2.52684776   0.00197442
2.52684776   0.00197442
2.52684776   0.00197442
2.52716705   0.00197785
2.52716705   0.00197785
2.52716705   0.00197785
2.52716705   0.00197785
2.52716705   0.01371797
2.52748641   0.00198129
2.52748641   0.00198129
2.52748641   0.00198129
2.52748641   0.00198129
2.52780586   0.01375134
2.52780586   0.00198475
2.52780586   0.00198475
2.52780586   0.00198475
2.52780586   0.00198475
2.52812540   0.00198822
2.52812540   0.00198822
2.52812540   0.00198822
2.52812540   0.00198822
2.52844501   0.00435032
2.52844501   0.00435032
2.52844501   0.00435032
2.52844501   0.00435032
2.52844501   0.00435032
2.52876470   0.00199518
2.52876470   0.00199518
2.52876470   0.00199518
2.52876470   0.00199518
2.52908447   0.00436263
2.52908447   0.00436263
2.52908447   0.00436263
2.52908447   0.00436263
2.52908447   0.00436263
2.52940433   0.00200220
2.52940433   0.00200220
2.52940433   0.00200220
2.52940433   0.00200220
2.52972426   0.00437501
2.52972426   0.00437501
2.52972426   0.00437501
2.52972426   0.00437501
2.52972426   0.00437501
2.53004428   0.00200926
2.53004428   0.00200926
2.53004428   0.00200926
2.53004428   0.00200926
2.53036437   0.00438744
2.53036437   0.00438744
2.53036437   0.00438744
2.53036437   0.00438744
2.53036437   0.00438744
2.53068455   0.00201636
2.53068455   0.00201636
2.53068455   0.00201636
2.53068455   0.00201636
2.53100481   0.01391996
2.53100481   0.00201993
2.53100481   0.00201993
2.53100481   0.00201993
2.53100481   0.00201993
2.53132515   0.00202352
2.53132515   0.00202352
2.53132515   0.00202352
2.53132515   0.00202352
2.53164557   0.00441250
2.53164557   0.00441250
2.53164557   0.00441250
2.53164557   0.00441250
2.53164557   0.00441250
2.53196607   0.00203072
2.53196607   0.00203072
2.53196607   0.00203072
2.53196607   0.00203072
2.53228665   0.00203433
2.53228665   0.00203433
2.53228665   0.00203433
2.53228665   0.00203433
2.53228665   0.01398827
2.53260732   0.00203796
2.53260732   0.00203796
2.53260732   0.00203796
2.53260732   0.00203796
2.53292806   0.00443781
2.53292806   0.00443781
2.53292806   0.00443781
2.53292806   0.00443781
2.53292806   0.00443781
2.53324889   0.00204526
2.53324889   0.00204526
2.53324889   0.00204526
2.53324889   0.00204526
2.53356980   0.00445055
2.53356980   0.00445055
2.53356980   0.00445055
2.53356980   0.00445055
2.53356980   0.00445055
2.53389079   0.00205260
2.53389079   0.00205260
2.53389079   0.00205260
2.53389079   0.00205260
2.53421186   0.00446337
2.53421186   0.00446337
2.53421186   0.00446337
2.53421186   0.00446337
2.53421186   0.00446337
2.53453301   0.00206000
2.53453301   0.00206000
2.53453301   0.00206000
2.53453301   0.00206000
2.53485425   0.00206371
2.53485425   0.00206371
2.53485425   0.00206371
2.53485425   0.00206371
2.53485425   0.01412635
2.53517556   0.00206744
2.53517556   0.00206744
2.53517556   0.00206744
2.53517556   0.00206744
2.53549696   0.00448918
2.53549696   0.00448918
2.53549696   0.00448918
2.53549696   0.00448918
2.53549696   0.00448918
2.53581844   0.00207494
2.53581844   0.00207494
2.53581844   0.00207494
2.53581844   0.00207494
2.53613999   0.00450219
2.53613999   0.00450219
2.53613999   0.00450219
2.53613999   0.00450219
2.53613999   0.00450219
2.53646164   0.00208248
2.53646164   0.00208248
2.53646164   0.00208248
2.53646164   0.00208248
2.53678336   0.00451526
2.53678336   0.00451526
2.53678336   0.00451526
2.53678336   0.00451526
2.53678336   0.00451526
2.53710516   0.00209007
2.53710516   0.00209007
2.53710516   0.00209007
2.53710516   0.00209007
2.53742705   0.01426645
2.53742705   0.00209389
2.53742705   0.00209389
2.53742705   0.00209389
2.53742705   0.00209389
2.53774902   0.00209772
2.53774902   0.00209772
2.53774902   0.00209772
2.53774902   0.00209772
2.53807107   0.00454161
2.53807107   0.00454161
2.53807107   0.00454161
2.53807107   0.00454161
2.53807107   0.00454161
2.53839320   0.00210542
2.53839320   0.00210542
2.53839320   0.00210542
2.53839320   0.00210542
2.53871541   0.00455488
2.53871541   0.00455488
2.53871541   0.00455488
2.53871541   0.00455488
2.53871541   0.00455488
2.53903770   0.00211317
2.53903770   0.00211317
2.53903770   0.00211317
2.53903770   0.00211317
2.53936008   0.00456823
2.53936008   0.00456823
2.53936008   0.00456823
2.53936008   0.00456823
2.53936008   0.00456823
2.53968254   0.00212097
2.53968254   0.00212097
2.53968254   0.00212097
2.53968254   0.00212097
2.54000508   0.00212490
2.54000508   0.00212490
2.54000508   0.00212490
2.54000508   0.00212490
2.54000508   0.01440860
2.54032770   0.00212883
2.54032770   0.00212883
2.54032770   0.00212883
2.54032770   0.00212883
2.54065041   0.01444447
2.54065041   0.00213278
2.54065041   0.00213278
2.54065041   0.00213278
2.54065041   0.00213278
2.54097319   0.00213674
2.54097319   0.00213674
2.54097319   0.00213674
2.54097319   0.00213674
2.54129606   0.00460867
2.54129606   0.00460867
2.54129606   0.00460867
2.54129606   0.00460867
2.54129606   0.00460867
2.54161901   0.00214471
2.54161901   0.00214471
2.54161901   0.00214471
2.54161901   0.00214471
2.54194204   0.00462229
2.54194204   0.00462229
2.54194204   0.00462229
2.54194204   0.00462229
2.54194204   0.00462229
2.54226516   0.00215273
2.54226516   0.00215273
2.54226516   0.00215273
2.54226516   0.00215273
2.54258835   0.00463598
2.54258835   0.00463598
2.54258835   0.00463598
2.54258835   0.00463598
2.54258835   0.00463598
2.54291163   0.00216081
2.54291163   0.00216081
2.54291163   0.00216081
2.54291163   0.00216081
2.54323499   0.00216486
2.54323499   0.00216486
2.54323499   0.00216486
2.54323499   0.00216486
2.54323499   0.01458924
2.54355844   0.00216894
2.54355844   0.00216894
2.54355844   0.00216894
2.54355844   0.00216894
2.54388196   0.00466357
2.54388196   0.00466357
2.54388196   0.00466357
2.54388196   0.00466357
2.54388196   0.00466357
2.54420557   0.00217713
2.54420557   0.00217713
2.54420557   0.00217713
2.54420557   0.00217713
2.54452926   0.00467748
2.54452926   0.00467748
2.54452926   0.00467748
2.54452926   0.00467748
2.54452926   0.00467748
2.54485303   0.00218537
2.54485303   0.00218537
2.54485303   0.00218537
2.54485303   0.00218537
2.54517689   0.01469922
2.54517689   0.00218952
2.54517689   0.00218952
2.54517689   0.00218952
2.54517689   0.00218952
2.54550083   0.00219368
2.54550083   0.00219368
2.54550083   0.00219368
2.54550083   0.00219368
2.54582485   0.00470551
2.54582485   0.00470551
2.54582485   0.00470551
2.54582485   0.00470551
2.54582485   0.00470551
2.54614895   0.00220204
2.54614895   0.00220204
2.54614895   0.00220204
2.54614895   0.00220204
2.54647313   0.00471964
2.54647313   0.00471964
2.54647313   0.00471964
2.54647313   0.00471964
2.54647313   0.00471964
2.54679740   0.00221046
2.54679740   0.00221046
2.54679740   0.00221046
2.54679740   0.00221046
2.54712175   0.00473384
2.54712175   0.00473384
2.54712175   0.00473384
2.54712175   0.00473384
2.54712175   0.00473384
2.54744619   0.00221894
2.54744619   0.00221894
2.54744619   0.00221894
2.54744619   0.00221894
2.54777070   0.00474812
2.54777070   0.00474812
2.54777070   0.00474812
2.54777070   0.00474812
2.54777070   0.00474812
2.54809530   0.00222749
2.54809530   0.00222749
2.54809530   0.00222749
2.54809530   0.00222749
2.54841998   0.00476247
2.54841998   0.00476247
2.54841998   0.00476247
2.54841998   0.00476247
2.54841998   0.00476247
2.54874474   0.00223609
2.54874474   0.00223609
2.54874474   0.00223609
2.54874474   0.00223609
2.54906959   0.01492286
2.54906959   0.00224041
2.54906959   0.00224041
2.54906959   0.00224041
2.54906959   0.00224041
2.54939452   0.00224475
2.54939452   0.00224475
2.54939452   0.00224475
2.54939452   0.00224475
2.54971953   0.00479141
2.54971953   0.00479141
2.54971953   0.00479141
2.54971953   0.00479141
2.54971953   0.00479141
2.55004463   0.00225348
2.55004463   0.00225348
2.55004463   0.00225348
2.55004463   0.00225348
2.55036980   0.00480599
2.55036980   0.00480599
2.55036980   0.00480599
2.55036980   0.00480599
2.55036980   0.00480599
2.55069506   0.00226227
2.55069506   0.00226227
2.55069506   0.00226227
2.55069506   0.00226227
2.55102041   0.01503656
2.55102041   0.00226668
2.55102041   0.00226668
2.55102041   0.00226668
2.55102041   0.00226668
2.55134583   0.00227112
2.55134583   0.00227112
2.55134583   0.00227112
2.55134583   0.00227112
2.55167134   0.00227557
2.55167134   0.00227557
2.55167134   0.00227557
2.55167134   0.00227557
2.55167134   0.01507474
2.55199694   0.00228003
2.55199694   0.00228003
2.55199694   0.00228003
2.55199694   0.00228003
2.55232261   0.00485022
2.55232261   0.00485022
2.55232261   0.00485022
2.55232261   0.00485022
2.55232261   0.00485022
2.55264837   0.00228901
2.55264837   0.00228901
2.55264837   0.00228901
2.55264837   0.00228901
2.55297421   0.00486513
2.55297421   0.00486513
2.55297421   0.00486513
2.55297421   0.00486513
2.55297421   0.00486513
2.55330014   0.00229806
2.55330014   0.00229806
2.55330014   0.00229806
2.55330014   0.00229806
2.55362615   0.00488011
2.55362615   0.00488011
2.55362615   0.00488011
2.55362615   0.00488011
2.55362615   0.00488011
2.55395224   0.00230717
2.55395224   0.00230717
2.55395224   0.00230717
2.55395224   0.00230717
2.55427842   0.00489518
2.55427842   0.00489518
2.55427842   0.00489518
2.55427842   0.00489518
2.55427842   0.00489518
2.55460467   0.00231634
2.55460467   0.00231634
2.55460467   0.00231634
2.55460467   0.00231634
2.55493102   0.01526780
2.55493102   0.00232096
2.55493102   0.00232096
2.55493102   0.00232096
2.55493102   0.00232096
2.55525744   0.00232559
2.55525744   0.00232559
2.55525744   0.00232559
2.55525744   0.00232559
2.55558395   0.00492556
2.55558395   0.00492556
2.55558395   0.00492556
2.55558395   0.00492556
2.55558395   0.00492556
2.55591054   0.00233490
2.55591054   0.00233490
2.55591054   0.00233490
2.55591054   0.00233490
2.55623722   0.00494088
2.55623722   0.00494088
2.55623722   0.00494088
2.55623722   0.00494088
2.55623722   0.00494088
2.55656398   0.00234428
2.55656398   0.00234428
2.55656398   0.00234428
2.55656398   0.00234428
2.55689082   0.00495628
2.55689082   0.00495628
2.55689082   0.00495628
2.55689082   0.00495628
2.55689082   0.00495628
2.55721775   0.00235373
2.55721775   0.00235373
2.55721775   0.00235373
2.55721775   0.00235373
2.55754476   0.00235848
2.55754476   0.00235848
2.55754476   0.00235848
2.55754476   0.00235848
2.55754476   0.01542488
2.55787185   0.00236325
2.55787185   0.00236325
2.55787185   0.00236325
2.55787185   0.00236325
2.55819903   0.00498734
2.55819903   0.00498734
2.55819903   0.00498734
2.55819903   0.00498734
2.55819903   0.00498734
2.55852629   0.00237284
2.55852629   0.00237284
