lambda            k
4.30292599   0.00416374
4.30292599   0.00416374
4.30292599   0.00416374
4.30292599   0.00416374
4.30292599   0.00416374
4.30385195   0.00541366
4.30385195   0.00541366
4.30385195   0.00541366
4.30385195   0.00541366
4.30477830   0.00416615
4.30477830   0.00416615
4.30477830   0.00416615
4.30477830   0.00416615
4.30477830   0.00416615
4.30477830   0.00416615
4.30477830   0.00416615
4.30477830   0.00416615
4.30570506   0.00542467
4.30570506   0.00542467
4.30570506   0.00542467
4.30570506   0.00542467
4.30663221   0.00416861
4.30663221   0.00416861
4.30663221   0.00416861
4.30663221   0.00416861
4.30663221   0.00416861
4.30663221   0.00416861
4.30663221   0.00416861
4.30663221   0.00416861
4.30747922   0.01140570
4.30755977   0.00543572
4.30755977   0.00543572
4.30755977   0.00543572
4.30755977   0.00543572
4.30848772   0.00544125
4.30848772   0.00544125
4.30848772   0.00544125
4.30848772   0.00544125
4.30848772   0.00290094
4.30848772   0.00290094
4.30848772   0.00290094
4.30848772   0.00290094
4.30941607   0.00544680
4.30941607   0.00544680
4.30941607   0.00544680
4.30941607   0.00544680
4.31034483   0.00545235
4.31034483   0.00545235
4.31034483   0.00545235
4.31034483   0.00545235
4.31034483   0.00289488
4.31034483   0.00289488
4.31034483   0.00289488
4.31034483   0.00289488
4.31127398   0.00545792
4.31127398   0.00545792
4.31127398   0.00545792
4.31127398   0.00545792
4.31220354   0.00417618
4.31220354   0.00417618
4.31220354   0.00417618
4.31220354   0.00417618
4.31220354   0.00417618
4.31220354   0.00417618
4.31220354   0.00417618
4.31220354   0.00417618
4.31313349   0.00546907
4.31313349   0.00546907
4.31313349   0.00546907
4.31313349   0.00546907
4.31406385   0.00417877
4.31406385   0.00417877
4.31406385   0.00417877
4.31406385   0.00417877
4.31406385   0.00417877
4.31406385   0.00417877
4.31406385   0.00417877
4.31406385   0.00417877
4.31499461   0.00548026
4.31499461   0.00548026
4.31499461   0.00548026
4.31499461   0.00548026
4.31592577   0.00418140
4.31592577   0.00418140
4.31592577   0.00418140
4.31592577   0.00418140
4.31592577   0.00418140
4.31592577   0.00418140
4.31592577   0.00418140
4.31592577   0.00418140
4.31685733   0.00549148
4.31685733   0.00549148
4.31685733   0.00549148
4.31685733   0.00549148
4.31778929   0.00418406
4.31778929   0.00418406
4.31778929   0.00418406
4.31778929   0.00418406
4.31778929   0.00418406
4.31778929   0.00418406
4.31778929   0.00418406
4.31778929   0.00418406
4.31872166   0.00550274
4.31872166   0.00550274
4.31872166   0.00550274
4.31872166   0.00550274
4.31965443   0.00418676
4.31965443   0.00418676
4.31965443   0.00418676
4.31965443   0.00418676
4.31965443   0.00418676
4.31965443   0.00418676
4.31965443   0.00418676
4.31965443   0.00418676
4.32058760   0.00551403
4.32058760   0.00551403
4.32058760   0.00551403
4.32058760   0.00551403
4.32152118   0.00418949
4.32152118   0.00418949
4.32152118   0.00418949
4.32152118   0.00418949
4.32152118   0.00418949
4.32152118   0.00418949
4.32152118   0.00418949
4.32152118   0.00418949
4.32245515   0.00552536
4.32245515   0.00552536
4.32245515   0.00552536
4.32245515   0.00552536
4.32338954   0.00419227
4.32338954   0.00419227
4.32338954   0.00419227
4.32338954   0.00419227
4.32338954   0.00419227
4.32338954   0.00419227
4.32338954   0.00419227
4.32338954   0.00419227
4.32432432   0.00553672
4.32432432   0.00553672
4.32432432   0.00553672
4.32432432   0.00553672
4.32525952   0.00419507
4.32525952   0.00419507
4.32525952   0.00419507
4.32525952   0.00419507
4.32525952   0.00419507
4.32525952   0.00419507
4.32525952   0.00419507
4.32525952   0.00419507
4.32619511   0.00554812
4.32619511   0.00554812
4.32619511   0.00554812
4.32619511   0.00554812
4.32713111   0.00419791
4.32713111   0.00419791
4.32713111   0.00419791
4.32713111   0.00419791
4.32713111   0.00419791
4.32713111   0.00419791
4.32713111   0.00419791
4.32713111   0.00419791
4.32806752   0.00555956
4.32806752   0.00555956
4.32806752   0.00555956
4.32806752   0.00555956
4.32900433   0.00420079
4.32900433   0.00420079
4.32900433   0.00420079
4.32900433   0.00420079
4.32900433   0.00420079
4.32900433   0.00420079
4.32900433   0.00420079
4.32900433   0.00420079
4.32994155   0.00557103
4.32994155   0.00557103
4.32994155   0.00557103
4.32994155   0.00557103
4.33087917   0.00557678
4.33087917   0.00557678
4.33087917   0.00557678
4.33087917   0.00557678
4.33087917   0.00283063
4.33087917   0.00283063
4.33087917   0.00283063
4.33087917   0.00283063
4.33181720   0.00558254
4.33181720   0.00558254
4.33181720   0.00558254
4.33181720   0.00558254
4.33275563   0.00420665
4.33275563   0.00420665
4.33275563   0.00420665
4.33275563   0.00420665
4.33275563   0.00420665
4.33275563   0.00420665
4.33275563   0.00420665
4.33275563   0.00420665
4.33369447   0.00559408
4.33369447   0.00559408
4.33369447   0.00559408
4.33369447   0.00559408
4.33463372   0.00420964
4.33463372   0.00420964
4.33463372   0.00420964
4.33463372   0.00420964
4.33463372   0.00420964
4.33463372   0.00420964
4.33463372   0.00420964
4.33463372   0.00420964
4.33557338   0.00560566
4.33557338   0.00560566
4.33557338   0.00560566
4.33557338   0.00560566
4.33651344   0.00421266
4.33651344   0.00421266
4.33651344   0.00421266
4.33651344   0.00421266
4.33651344   0.00421266
4.33651344   0.00421266
4.33651344   0.00421266
4.33651344   0.00421266
4.33745391   0.00561728
4.33745391   0.00561728
4.33745391   0.00561728
4.33745391   0.00561728
4.33839479   0.00421572
4.33839479   0.00421572
4.33839479   0.00421572
4.33839479   0.00421572
4.33839479   0.00421572
4.33839479   0.00421572
4.33839479   0.00421572
4.33839479   0.00421572
4.33933608   0.00562893
4.33933608   0.00562893
4.33933608   0.00562893
4.33933608   0.00562893
4.34027778   0.00421881
4.34027778   0.00421881
4.34027778   0.00421881
4.34027778   0.00421881
4.34027778   0.00421881
4.34027778   0.00421881
4.34027778   0.00421881
4.34027778   0.00421881
4.34121988   0.00564062
4.34121988   0.00564062
4.34121988   0.00564062
4.34121988   0.00564062
4.34216240   0.00422194
4.34216240   0.00422194
4.34216240   0.00422194
4.34216240   0.00422194
4.34216240   0.00422194
4.34216240   0.00422194
4.34216240   0.00422194
4.34216240   0.00422194
4.34310532   0.00565235
4.34310532   0.00565235
4.34310532   0.00565235
4.34310532   0.00565235
4.34404865   0.00422511
4.34404865   0.00422511
4.34404865   0.00422511
4.34404865   0.00422511
4.34404865   0.00422511
4.34404865   0.00422511
4.34404865   0.00422511
4.34404865   0.00422511
4.34499240   0.00566411
4.34499240   0.00566411
4.34499240   0.00566411
4.34499240   0.00566411
4.34593655   0.00422832
4.34593655   0.00422832
4.34593655   0.00422832
4.34593655   0.00422832
4.34593655   0.00422832
4.34593655   0.00422832
4.34593655   0.00422832
4.34593655   0.00422832
4.34688111   0.00567591
4.34688111   0.00567591
4.34688111   0.00567591
4.34688111   0.00567591
4.34782609   0.00423156
4.34782609   0.00423156
4.34782609   0.00423156
4.34782609   0.00423156
4.34782609   0.00423156
4.34782609   0.00423156
4.34782609   0.00423156
4.34782609   0.00423156
4.34877147   0.00568775
4.34877147   0.00568775
4.34877147   0.00568775
4.34877147   0.00568775
4.34971727   0.00423484
4.34971727   0.00423484
4.34971727   0.00423484
4.34971727   0.00423484
4.34971727   0.00423484
4.34971727   0.00423484
4.34971727   0.00423484
4.34971727   0.00423484
4.35066348   0.00569963
4.35066348   0.00569963
4.35066348   0.00569963
4.35066348   0.00569963
4.35161010   0.00423815
4.35161010   0.00423815
4.35161010   0.00423815
4.35161010   0.00423815
4.35161010   0.00423815
4.35161010   0.00423815
4.35161010   0.00423815
4.35161010   0.00423815
4.35255713   0.00571154
4.35255713   0.00571154
4.35255713   0.00571154
4.35255713   0.00571154
4.35350457   0.00424150
4.35350457   0.00424150
4.35350457   0.00424150
4.35350457   0.00424150
4.35350457   0.00424150
4.35350457   0.00424150
4.35350457   0.00424150
4.35350457   0.00424150
4.35445243   0.00572349
4.35445243   0.00572349
4.35445243   0.00572349
4.35445243   0.00572349
4.35540070   0.00424489
4.35540070   0.00424489
4.35540070   0.00424489
4.35540070   0.00424489
4.35540070   0.00424489
4.35540070   0.00424489
4.35540070   0.00424489
4.35540070   0.00424489
4.35634938   0.00573548
4.35634938   0.00573548
4.35634938   0.00573548
4.35634938   0.00573548
4.35729847   0.00424832
4.35729847   0.00424832
4.35729847   0.00424832
4.35729847   0.00424832
4.35729847   0.00424832
4.35729847   0.00424832
4.35729847   0.00424832
4.35729847   0.00424832
4.35824798   0.00574751
4.35824798   0.00574751
4.35824798   0.00574751
4.35824798   0.00574751
4.35919791   0.00425179
4.35919791   0.00425179
4.35919791   0.00425179
4.35919791   0.00425179
4.35919791   0.00425179
4.35919791   0.00425179
4.35919791   0.00425179
4.35919791   0.00425179
4.36014825   0.00575957
4.36014825   0.00575957
4.36014825   0.00575957
4.36014825   0.00575957
4.36109900   0.00425529
4.36109900   0.00425529
4.36109900   0.00425529
4.36109900   0.00425529
4.36109900   0.00425529
4.36109900   0.00425529
4.36109900   0.00425529
4.36109900   0.00425529
4.36205016   0.00577167
4.36205016   0.00577167
4.36205016   0.00577167
4.36205016   0.00577167
4.36300175   0.00425883
4.36300175   0.00425883
4.36300175   0.00425883
4.36300175   0.00425883
4.36300175   0.00425883
4.36300175   0.00425883
4.36300175   0.00425883
4.36300175   0.00425883
4.36395374   0.00578381
4.36395374   0.00578381
4.36395374   0.00578381
4.36395374   0.00578381
4.36490615   0.00426241
4.36490615   0.00426241
4.36490615   0.00426241
4.36490615   0.00426241
4.36490615   0.00426241
4.36490615   0.00426241
4.36490615   0.00426241
4.36490615   0.00426241
4.36585898   0.00579599
4.36585898   0.00579599
4.36585898   0.00579599
4.36585898   0.00579599
4.36681223   0.00426603
4.36681223   0.00426603
4.36681223   0.00426603
4.36681223   0.00426603
4.36681223   0.00426603
4.36681223   0.00426603
4.36681223   0.00426603
4.36681223   0.00426603
4.36776589   0.00580821
4.36776589   0.00580821
4.36776589   0.00580821
4.36776589   0.00580821
4.36871997   0.00426969
4.36871997   0.00426969
4.36871997   0.00426969
4.36871997   0.00426969
4.36871997   0.00426969
4.36871997   0.00426969
4.36871997   0.00426969
4.36871997   0.00426969
4.36967446   0.00582046
4.36967446   0.00582046
4.36967446   0.00582046
4.36967446   0.00582046
4.37062937   0.00427338
4.37062937   0.00427338
4.37062937   0.00427338
4.37062937   0.00427338
4.37062937   0.00427338
4.37062937   0.00427338
4.37062937   0.00427338
4.37062937   0.00427338
4.37158470   0.00583276
4.37158470   0.00583276
4.37158470   0.00583276
4.37158470   0.00583276
4.37254045   0.00427711
4.37254045   0.00427711
4.37254045   0.00427711
4.37254045   0.00427711
4.37254045   0.00427711
4.37254045   0.00427711
4.37254045   0.00427711
4.37254045   0.00427711
4.37349661   0.00584509
4.37349661   0.00584509
4.37349661   0.00584509
4.37349661   0.00584509
4.37445319   0.00428089
4.37445319   0.00428089
4.37445319   0.00428089
4.37445319   0.00428089
4.37445319   0.00428089
4.37445319   0.00428089
4.37445319   0.00428089
4.37445319   0.00428089
4.37541019   0.00585747
4.37541019   0.00585747
4.37541019   0.00585747
4.37541019   0.00585747
4.37636761   0.00270573
4.37636761   0.00270573
4.37636761   0.00270573
4.37636761   0.00270573
4.37636761   0.00586367
4.37636761   0.00586367
4.37636761   0.00586367
4.37636761   0.00586367
4.37732545   0.00586988
4.37732545   0.00586988
4.37732545   0.00586988
4.37732545   0.00586988
4.37828371   0.00428855
4.37828371   0.00428855
4.37828371   0.00428855
4.37828371   0.00428855
4.37828371   0.00428855
4.37828371   0.00428855
4.37828371   0.00428855
4.37828371   0.00428855
4.37924239   0.00588233
4.37924239   0.00588233
4.37924239   0.00588233
4.37924239   0.00588233
4.38020149   0.00429244
4.38020149   0.00429244
4.38020149   0.00429244
4.38020149   0.00429244
4.38020149   0.00429244
4.38020149   0.00429244
4.38020149   0.00429244
4.38020149   0.00429244
4.38116101   0.00589482
4.38116101   0.00589482
4.38116101   0.00589482
4.38116101   0.00589482
4.38212095   0.00429637
4.38212095   0.00429637
4.38212095   0.00429637
4.38212095   0.00429637
4.38212095   0.00429637
4.38212095   0.00429637
4.38212095   0.00429637
4.38212095   0.00429637
4.38308131   0.00590735
4.38308131   0.00590735
4.38308131   0.00590735
4.38308131   0.00590735
4.38404209   0.00430033
4.38404209   0.00430033
4.38404209   0.00430033
4.38404209   0.00430033
4.38404209   0.00430033
4.38404209   0.00430033
4.38404209   0.00430033
4.38404209   0.00430033
4.38500329   0.00591992
4.38500329   0.00591992
4.38500329   0.00591992
4.38500329   0.00591992
4.38504155   0.01175840
4.38596491   0.00430434
4.38596491   0.00430434
4.38596491   0.00430434
4.38596491   0.00430434
4.38596491   0.00430434
4.38596491   0.00430434
4.38596491   0.00430434
4.38596491   0.00430434
4.38692696   0.00593253
4.38692696   0.00593253
4.38692696   0.00593253
4.38692696   0.00593253
4.38788943   0.00430839
4.38788943   0.00430839
4.38788943   0.00430839
4.38788943   0.00430839
4.38788943   0.00430839
4.38788943   0.00430839
4.38788943   0.00430839
4.38788943   0.00430839
4.38885232   0.00594518
4.38885232   0.00594518
4.38885232   0.00594518
4.38885232   0.00594518
4.38981563   0.00431248
4.38981563   0.00431248
4.38981563   0.00431248
4.38981563   0.00431248
4.38981563   0.00431248
4.38981563   0.00431248
4.38981563   0.00431248
4.38981563   0.00431248
4.39077936   0.00595786
4.39077936   0.00595786
4.39077936   0.00595786
4.39077936   0.00595786
4.39174352   0.00431661
4.39174352   0.00431661
4.39174352   0.00431661
4.39174352   0.00431661
4.39174352   0.00431661
4.39174352   0.00431661
4.39174352   0.00431661
4.39174352   0.00431661
4.39270810   0.00597059
4.39270810   0.00597059
4.39270810   0.00597059
4.39270810   0.00597059
4.39367311   0.00432078
4.39367311   0.00432078
4.39367311   0.00432078
4.39367311   0.00432078
4.39367311   0.00432078
4.39367311   0.00432078
4.39367311   0.00432078
4.39367311   0.00432078
4.39463854   0.00598336
4.39463854   0.00598336
4.39463854   0.00598336
4.39463854   0.00598336
4.39560440   0.00432499
4.39560440   0.00432499
4.39560440   0.00432499
4.39560440   0.00432499
4.39560440   0.00432499
4.39560440   0.00432499
4.39560440   0.00432499
4.39560440   0.00432499
4.39657067   0.00599617
4.39657067   0.00599617
4.39657067   0.00599617
4.39657067   0.00599617
4.39753738   0.00432924
4.39753738   0.00432924
4.39753738   0.00432924
4.39753738   0.00432924
4.39753738   0.00432924
4.39753738   0.00432924
4.39753738   0.00432924
4.39753738   0.00432924
4.39850451   0.00600902
4.39850451   0.00600902
4.39850451   0.00600902
4.39850451   0.00600902
4.39947206   0.00265160
4.39947206   0.00265160
4.39947206   0.00265160
4.39947206   0.00265160
4.39947206   0.00601546
4.39947206   0.00601546
4.39947206   0.00601546
4.39947206   0.00601546
4.40044004   0.00602191
4.40044004   0.00602191
4.40044004   0.00602191
4.40044004   0.00602191
4.40140845   0.00433787
4.40140845   0.00433787
4.40140845   0.00433787
4.40140845   0.00433787
4.40140845   0.00433787
4.40140845   0.00433787
4.40140845   0.00433787
4.40140845   0.00433787
4.40237728   0.00603485
4.40237728   0.00603485
4.40237728   0.00603485
4.40237728   0.00603485
4.40334654   0.00434224
4.40334654   0.00434224
4.40334654   0.00434224
4.40334654   0.00434224
4.40334654   0.00434224
4.40334654   0.00434224
4.40334654   0.00434224
4.40334654   0.00434224
4.40431623   0.00604782
4.40431623   0.00604782
4.40431623   0.00604782
4.40431623   0.00604782
4.40528634   0.00263900
4.40528634   0.00263900
4.40528634   0.00263900
4.40528634   0.00263900
4.40528634   0.00605432
4.40528634   0.00605432
4.40528634   0.00605432
4.40528634   0.00605432
4.40625688   0.00606083
4.40625688   0.00606083
4.40625688   0.00606083
4.40625688   0.00606083
4.40722785   0.00263488
4.40722785   0.00263488
4.40722785   0.00263488
4.40722785   0.00263488
4.40722785   0.00606736
4.40722785   0.00606736
4.40722785   0.00606736
4.40722785   0.00606736
4.40819925   0.00607389
4.40819925   0.00607389
4.40819925   0.00607389
4.40819925   0.00607389
4.40917108   0.00608043
4.40917108   0.00608043
4.40917108   0.00608043
4.40917108   0.00608043
4.40917108   0.00263081
4.40917108   0.00263081
4.40917108   0.00263081
4.40917108   0.00263081
4.41014333   0.00608699
4.41014333   0.00608699
4.41014333   0.00608699
4.41014333   0.00608699
4.41111601   0.00609355
4.41111601   0.00609355
4.41111601   0.00609355
4.41111601   0.00609355
4.41111601   0.00262678
4.41111601   0.00262678
4.41111601   0.00262678
4.41111601   0.00262678
4.41208912   0.00610012
4.41208912   0.00610012
4.41208912   0.00610012
4.41208912   0.00610012
4.41306267   0.00436475
4.41306267   0.00436475
4.41306267   0.00436475
4.41306267   0.00436475
4.41306267   0.00436475
4.41306267   0.00436475
4.41306267   0.00436475
4.41306267   0.00436475
4.41403664   0.00611330
4.41403664   0.00611330
4.41403664   0.00611330
4.41403664   0.00611330
4.41501104   0.00436938
4.41501104   0.00436938
4.41501104   0.00436938
4.41501104   0.00436938
4.41501104   0.00436938
4.41501104   0.00436938
4.41501104   0.00436938
4.41501104   0.00436938
4.41598587   0.00612653
4.41598587   0.00612653
4.41598587   0.00612653
4.41598587   0.00612653
4.41696113   0.00437406
4.41696113   0.00437406
4.41696113   0.00437406
4.41696113   0.00437406
4.41696113   0.00437406
4.41696113   0.00437406
4.41696113   0.00437406
4.41696113   0.00437406
4.41793682   0.00613979
4.41793682   0.00613979
4.41793682   0.00613979
4.41793682   0.00613979
4.41891295   0.00261111
4.41891295   0.00261111
4.41891295   0.00261111
4.41891295   0.00261111
4.41891295   0.00614644
4.41891295   0.00614644
4.41891295   0.00614644
4.41891295   0.00614644
4.41988950   0.00615310
4.41988950   0.00615310
4.41988950   0.00615310
4.41988950   0.00615310
4.42086649   0.00438353
4.42086649   0.00438353
4.42086649   0.00438353
4.42086649   0.00438353
4.42086649   0.00438353
4.42086649   0.00438353
4.42086649   0.00438353
4.42086649   0.00438353
4.42184391   0.00616644
4.42184391   0.00616644
4.42184391   0.00616644
4.42184391   0.00616644
4.42282176   0.00260354
4.42282176   0.00260354
4.42282176   0.00260354
4.42282176   0.00260354
4.42282176   0.00617313
4.42282176   0.00617313
4.42282176   0.00617313
4.42282176   0.00617313
4.42380004   0.00617983
4.42380004   0.00617983
4.42380004   0.00617983
4.42380004   0.00617983
4.42477876   0.00439318
4.42477876   0.00439318
4.42477876   0.00439318
4.42477876   0.00439318
4.42477876   0.00439318
4.42477876   0.00439318
4.42477876   0.00439318
4.42477876   0.00439318
4.42575791   0.00619327
4.42575791   0.00619327
4.42575791   0.00619327
4.42575791   0.00619327
4.42673749   0.00439808
4.42673749   0.00439808
4.42673749   0.00439808
4.42673749   0.00439808
4.42673749   0.00439808
4.42673749   0.00439808
4.42673749   0.00439808
4.42673749   0.00439808
4.42771751   0.00620674
4.42771751   0.00620674
4.42771751   0.00620674
4.42771751   0.00620674
4.42869796   0.00440301
4.42869796   0.00440301
4.42869796   0.00440301
4.42869796   0.00440301
4.42869796   0.00440301
4.42869796   0.00440301
4.42869796   0.00440301
4.42869796   0.00440301
4.42967885   0.00622026
4.42967885   0.00622026
4.42967885   0.00622026
4.42967885   0.00622026
4.43066017   0.00622704
4.43066017   0.00622704
4.43066017   0.00622704
4.43066017   0.00622704
4.43066017   0.00258895
4.43066017   0.00258895
4.43066017   0.00258895
4.43066017   0.00258895
4.43164192   0.00623382
4.43164192   0.00623382
4.43164192   0.00623382
4.43164192   0.00623382
4.43262411   0.00441302
4.43262411   0.00441302
4.43262411   0.00441302
4.43262411   0.00441302
4.43262411   0.00441302
4.43262411   0.00441302
4.43262411   0.00441302
4.43262411   0.00441302
4.43360674   0.00624743
4.43360674   0.00624743
4.43360674   0.00624743
4.43360674   0.00624743
4.43458980   0.00441810
4.43458980   0.00441810
4.43458980   0.00441810
4.43458980   0.00441810
4.43458980   0.00441810
4.43458980   0.00441810
4.43458980   0.00441810
4.43458980   0.00441810
4.43557330   0.00626107
4.43557330   0.00626107
4.43557330   0.00626107
4.43557330   0.00626107
4.43655723   0.00442321
4.43655723   0.00442321
4.43655723   0.00442321
4.43655723   0.00442321
4.43655723   0.00442321
4.43655723   0.00442321
4.43655723   0.00442321
4.43655723   0.00442321
4.43754160   0.00627477
4.43754160   0.00627477
4.43754160   0.00627477
4.43754160   0.00627477
4.43852641   0.00442838
4.43852641   0.00442838
4.43852641   0.00442838
4.43852641   0.00442838
4.43852641   0.00442838
4.43852641   0.00442838
4.43852641   0.00442838
4.43852641   0.00442838
4.43951165   0.00628850
4.43951165   0.00628850
4.43951165   0.00628850
4.43951165   0.00628850
4.44049734   0.00443359
4.44049734   0.00443359
4.44049734   0.00443359
4.44049734   0.00443359
4.44049734   0.00443359
4.44049734   0.00443359
4.44049734   0.00443359
4.44049734   0.00443359
4.44148346   0.00630228
4.44148346   0.00630228
4.44148346   0.00630228
4.44148346   0.00630228
4.44247001   0.00630918
4.44247001   0.00630918
4.44247001   0.00630918
4.44247001   0.00630918
4.44247001   0.00256851
4.44247001   0.00256851
4.44247001   0.00256851
4.44247001   0.00256851
4.44345701   0.00631610
4.44345701   0.00631610
4.44345701   0.00631610
4.44345701   0.00631610
4.44444444   0.00444415
4.44444444   0.00444415
4.44444444   0.00444415
4.44444444   0.00444415
4.44444444   0.00444415
4.44444444   0.00444415
4.44444444   0.00444415
4.44444444   0.00444415
4.44543232   0.00632997
4.44543232   0.00632997
4.44543232   0.00632997
4.44543232   0.00632997
4.44642063   0.00444951
4.44642063   0.00444951
4.44642063   0.00444951
4.44642063   0.00444951
4.44642063   0.00444951
4.44642063   0.00444951
4.44642063   0.00444951
4.44642063   0.00444951
4.44740938   0.00634388
4.44740938   0.00634388
4.44740938   0.00634388
4.44740938   0.00634388
4.44839858   0.00445491
4.44839858   0.00445491
4.44839858   0.00445491
4.44839858   0.00445491
4.44839858   0.00445491
4.44839858   0.00445491
4.44839858   0.00445491
4.44839858   0.00445491
4.44938821   0.00635783
4.44938821   0.00635783
4.44938821   0.00635783
4.44938821   0.00635783
4.45037828   0.00636482
4.45037828   0.00636482
4.45037828   0.00636482
4.45037828   0.00636482
4.45037828   0.00255589
4.45037828   0.00255589
4.45037828   0.00255589
4.45037828   0.00255589
4.45136880   0.00637183
4.45136880   0.00637183
4.45136880   0.00637183
4.45136880   0.00637183
4.45152355   0.01193754
4.45235975   0.00446585
4.45235975   0.00446585
4.45235975   0.00446585
4.45235975   0.00446585
4.45235975   0.00446585
4.45235975   0.00446585
4.45235975   0.00446585
4.45235975   0.00446585
4.45335115   0.00638587
4.45335115   0.00638587
4.45335115   0.00638587
4.45335115   0.00638587
4.45434298   0.00447140
4.45434298   0.00447140
4.45434298   0.00447140
4.45434298   0.00447140
4.45434298   0.00447140
4.45434298   0.00447140
4.45434298   0.00447140
4.45434298   0.00447140
4.45533526   0.00639996
4.45533526   0.00639996
4.45533526   0.00639996
4.45533526   0.00639996
4.45632799   0.00447699
4.45632799   0.00447699
4.45632799   0.00447699
4.45632799   0.00447699
4.45632799   0.00447699
4.45632799   0.00447699
4.45632799   0.00447699
4.45632799   0.00447699
4.45732115   0.00641409
4.45732115   0.00641409
4.45732115   0.00641409
4.45732115   0.00641409
4.45831476   0.00448264
4.45831476   0.00448264
4.45831476   0.00448264
4.45831476   0.00448264
4.45831476   0.00448264
4.45831476   0.00448264
4.45831476   0.00448264
4.45831476   0.00448264
4.45930881   0.00642827
4.45930881   0.00642827
4.45930881   0.00642827
4.45930881   0.00642827
4.46030330   0.00448833
4.46030330   0.00448833
4.46030330   0.00448833
4.46030330   0.00448833
4.46030330   0.00448833
4.46030330   0.00448833
4.46030330   0.00448833
4.46030330   0.00448833
4.46129824   0.00644249
4.46129824   0.00644249
4.46129824   0.00644249
4.46129824   0.00644249
4.46229362   0.00449407
4.46229362   0.00449407
4.46229362   0.00449407
4.46229362   0.00449407
4.46229362   0.00449407
4.46229362   0.00449407
4.46229362   0.00449407
4.46229362   0.00449407
4.46328944   0.00645676
4.46328944   0.00645676
4.46328944   0.00645676
4.46328944   0.00645676
4.46428571   0.00449987
4.46428571   0.00449987
4.46428571   0.00449987
4.46428571   0.00449987
4.46428571   0.00449987
4.46428571   0.00449987
4.46428571   0.00449987
4.46428571   0.00449987
4.46528243   0.00647107
4.46528243   0.00647107
4.46528243   0.00647107
4.46528243   0.00647107
4.46627959   0.00647824
4.46627959   0.00647824
4.46627959   0.00647824
4.46627959   0.00647824
4.46627959   0.00253319
4.46627959   0.00253319
4.46627959   0.00253319
4.46627959   0.00253319
4.46727719   0.00648543
4.46727719   0.00648543
4.46727719   0.00648543
4.46727719   0.00648543
4.46827525   0.00451161
4.46827525   0.00451161
4.46827525   0.00451161
4.46827525   0.00451161
4.46827525   0.00451161
4.46827525   0.00451161
4.46827525   0.00451161
4.46827525   0.00451161
4.46927374   0.00649983
4.46927374   0.00649983
4.46927374   0.00649983
4.46927374   0.00649983
4.47027269   0.00451756
4.47027269   0.00451756
4.47027269   0.00451756
4.47027269   0.00451756
4.47027269   0.00451756
4.47027269   0.00451756
4.47027269   0.00451756
4.47027269   0.00451756
4.47127208   0.00651428
4.47127208   0.00651428
4.47127208   0.00651428
4.47127208   0.00651428
4.47227191   0.00452356
4.47227191   0.00452356
4.47227191   0.00452356
4.47227191   0.00452356
4.47227191   0.00452356
4.47227191   0.00452356
4.47227191   0.00452356
4.47227191   0.00452356
4.47327220   0.00652878
4.47327220   0.00652878
4.47327220   0.00652878
4.47327220   0.00652878
4.47427293   0.00452962
4.47427293   0.00452962
4.47427293   0.00452962
4.47427293   0.00452962
4.47427293   0.00452962
4.47427293   0.00452962
4.47427293   0.00452962
4.47427293   0.00452962
4.47527411   0.00654332
4.47527411   0.00654332
4.47527411   0.00654332
4.47527411   0.00654332
4.47627574   0.00453573
4.47627574   0.00453573
4.47627574   0.00453573
4.47627574   0.00453573
4.47627574   0.00453573
4.47627574   0.00453573
4.47627574   0.00453573
4.47627574   0.00453573
4.47727782   0.00655791
4.47727782   0.00655791
4.47727782   0.00655791
4.47727782   0.00655791
4.47828034   0.00454189
4.47828034   0.00454189
4.47828034   0.00454189
4.47828034   0.00454189
4.47828034   0.00454189
4.47828034   0.00454189
4.47828034   0.00454189
4.47828034   0.00454189
4.47928331   0.00657255
4.47928331   0.00657255
4.47928331   0.00657255
4.47928331   0.00657255
4.48028674   0.00454810
4.48028674   0.00454810
4.48028674   0.00454810
4.48028674   0.00454810
4.48028674   0.00454810
4.48028674   0.00454810
4.48028674   0.00454810
4.48028674   0.00454810
4.48129061   0.00658723
4.48129061   0.00658723
4.48129061   0.00658723
4.48129061   0.00658723
4.48229494   0.00251415
4.48229494   0.00251415
4.48229494   0.00251415
4.48229494   0.00251415
4.48229494   0.00659459
4.48229494   0.00659459
4.48229494   0.00659459
4.48229494   0.00659459
4.48329971   0.00660196
4.48329971   0.00660196
4.48329971   0.00660196
4.48329971   0.00660196
4.48430493   0.00456070
4.48430493   0.00456070
4.48430493   0.00456070
4.48430493   0.00456070
4.48430493   0.00456070
4.48430493   0.00456070
4.48430493   0.00456070
4.48430493   0.00456070
4.48531061   0.00661673
4.48531061   0.00661673
4.48531061   0.00661673
4.48531061   0.00661673
4.48631673   0.00456708
4.48631673   0.00456708
4.48631673   0.00456708
4.48631673   0.00456708
4.48631673   0.00456708
4.48631673   0.00456708
4.48631673   0.00456708
4.48631673   0.00456708
4.48732331   0.00663155
4.48732331   0.00663155
4.48732331   0.00663155
4.48732331   0.00663155
4.48833034   0.00457351
4.48833034   0.00457351
4.48833034   0.00457351
4.48833034   0.00457351
4.48833034   0.00457351
4.48833034   0.00457351
4.48833034   0.00457351
4.48833034   0.00457351
4.48933782   0.00664642
4.48933782   0.00664642
4.48933782   0.00664642
4.48933782   0.00664642
4.49034576   0.00458000
4.49034576   0.00458000
